"ReportDate","Year","LvCitizens","LvNonCitizens","LvAlternative","LvStateless","LvRefugee","LvTemporary","Foreign","Total"
2007-01-01,2006,20643,909,0,0,0,0,72,21624
2007-01-01,2005,20758,844,0,1,0,0,167,21770
2007-01-01,2004,19388,861,0,0,0,0,177,20426
2007-01-01,2003,19893,879,0,0,0,0,129,20901
2007-01-01,2002,18860,909,0,1,0,0,155,19925
2007-01-01,2001,18318,923,0,1,0,0,181,19423
2007-01-01,2000,18730,1076,0,1,0,0,172,19979
2007-01-01,1999,17857,976,0,0,0,0,230,19063
2007-01-01,1998,16829,960,0,0,0,0,219,18008
2007-01-01,1997,17147,1003,0,1,0,0,228,18379
2007-01-01,1996,17885,1112,0,0,0,0,221,19218
2007-01-01,1995,19506,1214,0,0,0,0,241,20961
2007-01-01,1994,21444,1300,0,1,0,0,226,22971
2007-01-01,1993,23801,1411,1,3,0,0,247,25463
2007-01-01,1992,28146,1857,0,1,0,0,207,30211
2007-01-01,1991,28962,2700,0,3,0,0,226,31891
2007-01-01,1990,30693,3351,0,8,0,0,242,34294
2007-01-01,1989,31318,3530,0,4,0,0,242,35094
2007-01-01,1988,32986,3532,0,2,0,0,254,36774
2007-01-01,1987,33864,3623,0,3,0,0,277,37767
2007-01-01,1986,33980,3608,0,3,0,0,314,37905
2007-01-01,1985,32743,3621,0,3,0,0,324,36691
2007-01-01,1984,32803,3714,0,1,0,0,357,36875
2007-01-01,1983,32816,4004,0,1,0,0,392,37213
2007-01-01,1982,30597,3678,0,0,0,0,367,34642
2007-01-01,1981,29136,3782,0,3,0,0,394,33315
2007-01-01,1980,28218,4019,0,0,0,0,394,32631
2007-01-01,1979,27301,4101,0,1,0,0,398,31801
2007-01-01,1978,26670,4205,0,1,0,0,436,31312
2007-01-01,1977,26717,4125,0,1,0,0,439,31282
2007-01-01,1976,27222,4026,0,4,0,0,487,31739
2007-01-01,1975,27139,4358,0,5,0,0,539,32041
2007-01-01,1974,27019,4528,0,4,0,0,544,32095
2007-01-01,1973,26784,4265,0,3,0,0,552,31604
2007-01-01,1972,27245,4575,0,5,0,0,620,32445
2007-01-01,1971,27634,4587,0,8,0,0,702,32931
2007-01-01,1970,27032,4524,0,8,0,0,689,32253
2007-01-01,1969,25995,4564,0,9,0,0,620,31188
2007-01-01,1968,25802,4765,1,6,0,0,665,31239
2007-01-01,1967,25251,5117,0,5,0,0,682,31055
2007-01-01,1966,24986,5536,0,4,0,0,646,31172
2007-01-01,1965,24153,5760,0,6,0,0,605,30524
2007-01-01,1964,25179,6373,0,6,0,0,599,32157
2007-01-01,1963,25829,6818,0,4,0,0,581,33232
2007-01-01,1962,26469,7430,0,4,0,0,566,34469
2007-01-01,1961,27005,7683,0,7,0,0,629,35324
2007-01-01,1960,26641,8064,0,4,0,0,566,35275
2007-01-01,1959,26000,8176,0,6,0,0,532,34714
2007-01-01,1958,25697,8360,0,4,0,0,511,34572
2007-01-01,1957,24590,8263,1,5,0,0,546,33405
2007-01-01,1956,23037,8071,0,2,0,0,536,31646
2007-01-01,1955,22682,8233,0,9,0,0,506,31430
2007-01-01,1954,21592,8389,0,1,0,0,527,30509
2007-01-01,1953,19885,7745,0,4,0,0,490,28124
2007-01-01,1952,20039,8148,0,2,0,0,536,28725
2007-01-01,1951,20091,8069,0,3,0,0,525,28688
2007-01-01,1950,19359,7788,0,3,0,0,637,27787
2007-01-01,1949,20137,8524,0,4,0,0,673,29338
2007-01-01,1948,18815,7755,0,2,0,0,610,27182
2007-01-01,1947,17297,7409,0,1,0,0,609,25316
2007-01-01,1946,15376,6303,0,3,0,0,634,22316
2007-01-01,1945,16248,4294,0,1,0,0,416,20959
2007-01-01,1944,17867,3958,0,2,0,0,396,22223
2007-01-01,1943,19581,3520,0,0,0,0,354,23455
2007-01-01,1942,20264,4545,0,0,0,0,510,25319
2007-01-01,1941,20156,6302,0,1,0,0,767,27226
2007-01-01,1940,18974,6437,0,1,0,0,895,26307
2007-01-01,1939,18551,7061,0,0,0,0,974,26586
2007-01-01,1938,18033,7058,0,1,0,0,977,26069
2007-01-01,1937,16664,7234,0,1,0,0,1111,25010
2007-01-01,1936,16026,5797,0,0,0,0,805,22628
2007-01-01,1935,14870,4991,0,0,0,0,729,20590
2007-01-01,1934,13599,4065,0,0,0,0,586,18250
2007-01-01,1933,13765,4352,0,0,0,0,512,18629
2007-01-01,1932,13915,4809,0,0,0,0,550,19274
2007-01-01,1931,13267,4353,0,0,0,0,575,18195
2007-01-01,1930,12517,4766,0,1,0,0,549,17833
2007-01-01,1929,11415,4292,0,1,0,0,539,16247
2007-01-01,1928,11210,4356,0,0,0,0,553,16119
2007-01-01,1927,10007,4113,0,0,0,0,604,14724
2007-01-01,1926,8638,3656,0,1,0,0,490,12785
2007-01-01,1925,7855,3189,0,0,0,0,438,11482
2007-01-01,1924,6703,2750,0,1,0,0,378,9832
2007-01-01,1923,6145,2426,0,0,0,0,342,8913
2007-01-01,1922,5101,1943,0,0,0,0,274,7318
2007-01-01,1921,4149,1452,0,0,0,0,240,5841
2007-01-01,1920,2972,1104,0,0,0,0,142,4218
2007-01-01,1919,2374,841,0,0,0,0,115,3330
2007-01-01,1918,1995,833,0,0,0,0,104,2932
2007-01-01,1917,1295,468,0,0,0,0,50,1813
2007-01-01,1916,1188,382,0,0,0,0,39,1609
2007-01-01,1915,1136,336,0,0,0,0,35,1507
2007-01-01,1914,1131,329,0,0,0,0,33,1493
2007-01-01,1913,860,242,0,0,0,0,21,1123
2007-01-01,1912,743,183,0,0,0,0,11,937
2007-01-01,1911,472,108,0,0,0,0,11,591
2007-01-01,1910,343,79,0,0,0,0,7,429
2007-01-01,1909,215,53,0,0,0,0,7,275
2007-01-01,1908,156,35,0,0,0,0,4,195
2007-01-01,1907,95,15,0,0,0,0,2,112
2007-01-01,1906,63,26,0,0,0,0,2,91
2007-01-01,1905,36,7,0,0,0,0,0,43
2007-01-01,1904,12,10,0,0,0,0,0,22
2007-01-01,1903,9,5,0,0,0,0,1,15
2007-01-01,1902,6,3,0,0,0,0,0,9
2007-01-01,1901,2,0,0,0,0,0,0,2
2007-01-01,1900,1,2,0,0,0,0,0,3
2007-01-01,1899,1,1,0,0,0,0,0,2
2007-01-01,1898,0,1,0,0,0,0,0,1
2007-01-01,1893,0,1,0,0,0,0,0,1
2007-07-01,2007,10244,369,0,0,0,0,19,10632
2007-07-01,2006,21598,893,0,0,0,0,120,22611
2007-07-01,2005,20818,807,0,1,0,0,175,21801
2007-07-01,2004,19431,818,0,0,0,0,195,20444
2007-07-01,2003,19934,835,0,0,0,0,138,20907
2007-07-01,2002,18895,861,0,1,0,0,163,19920
2007-07-01,2001,18339,890,0,1,0,0,185,19415
2007-07-01,2000,18769,1020,0,1,0,0,176,19966
2007-07-01,1999,17886,950,0,0,0,0,228,19064
2007-07-01,1998,16853,920,0,0,0,0,220,17993
2007-07-01,1997,17186,951,0,1,0,0,236,18374
2007-07-01,1996,17928,1060,0,0,0,0,219,19207
2007-07-01,1995,19546,1159,0,0,0,0,245,20950
2007-07-01,1994,21479,1250,0,1,0,0,231,22961
2007-07-01,1993,23876,1319,1,3,0,0,244,25443
2007-07-01,1992,28261,1713,0,1,0,0,209,30184
2007-07-01,1991,29031,2607,0,2,0,0,234,31874
2007-07-01,1990,30886,3122,0,7,0,0,239,34254
2007-07-01,1989,31560,3252,0,4,0,0,236,35052
2007-07-01,1988,33207,3283,0,2,0,0,271,36763
2007-07-01,1987,34049,3389,0,3,0,0,305,37746
2007-07-01,1986,34170,3380,0,3,0,0,355,37908
2007-07-01,1985,32906,3423,0,3,0,0,358,36690
2007-07-01,1984,32958,3506,0,1,0,0,411,36876
2007-07-01,1983,32963,3806,0,1,0,0,446,37216
2007-07-01,1982,30715,3504,0,0,0,0,443,34662
2007-07-01,1981,29247,3618,0,3,0,0,446,33314
2007-07-01,1980,28331,3857,0,0,0,0,435,32623
2007-07-01,1979,27391,3958,0,1,0,0,453,31803
2007-07-01,1978,26711,4092,0,1,0,0,470,31274
2007-07-01,1977,26765,4026,0,2,0,0,487,31280
2007-07-01,1976,27260,3926,0,4,0,0,526,31716
2007-07-01,1975,27194,4258,0,5,0,0,569,32026
2007-07-01,1974,27032,4438,0,4,0,0,595,32069
2007-07-01,1973,26807,4195,0,3,0,0,592,31597
2007-07-01,1972,27260,4493,0,5,0,0,646,32404
2007-07-01,1971,27652,4494,0,8,0,0,720,32874
2007-07-01,1970,27022,4434,0,8,0,0,742,32206
2007-07-01,1969,26007,4482,0,10,0,0,655,31154
2007-07-01,1968,25805,4675,1,6,0,0,695,31182
2007-07-01,1967,25279,5008,0,5,0,0,711,31003
2007-07-01,1966,24990,5429,0,4,0,0,678,31101
2007-07-01,1965,24150,5656,0,6,0,0,639,30451
2007-07-01,1964,25175,6287,0,6,0,0,634,32102
2007-07-01,1963,25826,6693,0,4,0,0,605,33128
2007-07-01,1962,26472,7299,0,3,0,0,587,34361
2007-07-01,1961,26989,7560,0,6,0,0,649,35204
2007-07-01,1960,26629,7913,0,4,0,0,595,35141
2007-07-01,1959,25977,8030,0,6,0,0,575,34588
2007-07-01,1958,25674,8215,0,4,0,0,538,34431
2007-07-01,1957,24535,8140,1,5,0,0,563,33244
2007-07-01,1956,23004,7933,0,2,0,0,558,31497
2007-07-01,1955,22624,8103,0,9,0,0,525,31261
2007-07-01,1954,21533,8253,0,1,0,0,560,30347
2007-07-01,1953,19808,7608,0,4,0,0,512,27932
2007-07-01,1952,19977,7972,0,2,0,0,572,28523
2007-07-01,1951,19984,7910,0,3,0,0,572,28469
2007-07-01,1950,19249,7622,0,3,0,0,687,27561
2007-07-01,1949,20019,8360,0,4,0,0,716,29099
2007-07-01,1948,18672,7592,0,2,0,0,650,26916
2007-07-01,1947,17165,7238,0,1,0,0,657,25061
2007-07-01,1946,15248,6177,0,3,0,0,655,22083
2007-07-01,1945,16109,4202,0,1,0,0,435,20747
2007-07-01,1944,17660,3848,0,2,0,0,411,21921
2007-07-01,1943,19354,3439,0,0,0,0,367,23160
2007-07-01,1942,20027,4443,0,0,0,0,531,25001
2007-07-01,1941,19942,6113,0,0,0,0,798,26853
2007-07-01,1940,18708,6260,0,1,0,0,936,25905
2007-07-01,1939,18307,6872,0,0,0,0,1010,26189
2007-07-01,1938,17762,6864,0,1,0,0,1022,25649
2007-07-01,1937,16405,7055,0,1,0,0,1136,24597
2007-07-01,1936,15744,5611,0,0,0,0,828,22183
2007-07-01,1935,14585,4833,0,0,0,0,735,20153
2007-07-01,1934,13323,3933,0,0,0,0,593,17849
2007-07-01,1933,13443,4211,0,0,0,0,518,18172
2007-07-01,1932,13559,4647,0,0,0,0,562,18768
2007-07-01,1931,12906,4171,0,0,0,0,591,17668
2007-07-01,1930,12135,4582,0,1,0,0,553,17271
2007-07-01,1929,11015,4097,0,1,0,0,555,15668
2007-07-01,1928,10811,4176,0,0,0,0,553,15540
2007-07-01,1927,9594,3903,0,0,0,0,610,14107
2007-07-01,1926,8284,3437,0,1,0,0,486,12208
2007-07-01,1925,7480,3019,0,0,0,0,445,10944
2007-07-01,1924,6350,2594,0,1,0,0,373,9318
2007-07-01,1923,5740,2276,0,0,0,0,334,8350
2007-07-01,1922,4773,1822,0,0,0,0,267,6862
2007-07-01,1921,3826,1314,0,0,0,0,232,5372
2007-07-01,1920,2743,1007,0,0,0,0,135,3885
2007-07-01,1919,2144,766,0,0,0,0,106,3016
2007-07-01,1918,1803,752,0,0,0,0,102,2657
2007-07-01,1917,1151,417,0,0,0,0,45,1613
2007-07-01,1916,1031,339,0,0,0,0,32,1402
2007-07-01,1915,996,292,0,0,0,0,31,1319
2007-07-01,1914,987,279,0,0,0,0,29,1295
2007-07-01,1913,731,214,0,0,0,0,20,965
2007-07-01,1912,629,159,0,0,0,0,7,795
2007-07-01,1911,382,100,0,0,0,0,8,490
2007-07-01,1910,274,74,0,0,0,0,6,354
2007-07-01,1909,182,42,0,0,0,0,7,231
2007-07-01,1908,127,28,0,0,0,0,4,159
2007-07-01,1907,74,14,0,0,0,0,2,90
2007-07-01,1906,49,25,0,0,0,0,1,75
2007-07-01,1905,24,7,0,0,0,0,0,31
2007-07-01,1904,8,10,0,0,0,0,0,18
2007-07-01,1903,8,5,0,0,0,0,1,14
2007-07-01,1902,6,3,0,0,0,0,0,9
2007-07-01,1901,2,0,0,0,0,0,0,2
2007-07-01,1900,1,2,0,0,0,0,0,3
2007-07-01,1899,1,1,0,0,0,0,0,2
2007-07-01,1898,0,1,0,0,0,0,0,1
2008-01-01,2007,21760,765,0,0,0,0,66,22591
2008-01-01,2006,21774,849,0,0,0,0,144,22767
2008-01-01,2005,20878,775,0,1,0,0,184,21838
2008-01-01,2004,19467,792,0,0,0,0,208,20467
2008-01-01,2003,19960,807,0,0,0,0,152,20919
2008-01-01,2002,18922,820,0,1,0,0,175,19918
2008-01-01,2001,18359,862,0,1,0,0,192,19414
2008-01-01,2000,18797,984,0,1,0,0,184,19966
2008-01-01,1999,17908,915,0,0,0,0,226,19049
2008-01-01,1998,16868,893,0,0,0,0,222,17983
2008-01-01,1997,17213,910,0,1,0,0,247,18371
2008-01-01,1996,17955,1021,0,0,0,0,222,19198
2008-01-01,1995,19575,1115,0,0,0,0,253,20943
2008-01-01,1994,21513,1208,0,2,0,0,239,22962
2008-01-01,1993,23922,1254,0,3,0,0,253,25432
2008-01-01,1992,28313,1630,0,1,0,0,218,30162
2008-01-01,1991,29123,2486,0,2,0,0,250,31861
2008-01-01,1990,31026,2954,0,7,0,0,275,34262
2008-01-01,1989,31757,3031,0,5,0,0,268,35061
2008-01-01,1988,33325,3128,0,2,0,0,313,36768
2008-01-01,1987,34156,3256,0,2,0,0,374,37788
2008-01-01,1986,34268,3238,0,3,0,0,408,37917
2008-01-01,1985,32981,3316,0,3,0,0,440,36740
2008-01-01,1984,33023,3400,0,1,0,0,495,36919
2008-01-01,1983,33014,3694,0,1,0,0,509,37218
2008-01-01,1982,30761,3403,0,0,0,0,526,34690
2008-01-01,1981,29265,3532,0,3,0,0,521,33321
2008-01-01,1980,28347,3777,0,0,0,0,506,32630
2008-01-01,1979,27421,3870,0,1,0,0,516,31808
2008-01-01,1978,26711,4010,0,1,0,0,533,31255
2008-01-01,1977,26767,3957,0,2,0,0,542,31268
2008-01-01,1976,27249,3873,0,3,0,0,569,31694
2008-01-01,1975,27188,4198,0,5,0,0,617,32008
2008-01-01,1974,27031,4374,0,5,0,0,648,32058
2008-01-01,1973,26796,4129,0,3,0,0,629,31557
2008-01-01,1972,27271,4437,0,6,0,0,691,32405
2008-01-01,1971,27652,4423,0,8,0,0,773,32856
2008-01-01,1970,27009,4381,0,8,0,0,770,32168
2008-01-01,1969,25993,4416,0,10,0,0,714,31133
2008-01-01,1968,25798,4600,0,6,0,0,741,31145
2008-01-01,1967,25283,4940,0,5,0,0,743,30971
2008-01-01,1966,24975,5361,0,5,0,0,726,31067
2008-01-01,1965,24119,5597,0,7,0,0,680,30403
2008-01-01,1964,25154,6202,0,5,0,0,688,32049
2008-01-01,1963,25796,6598,0,5,0,0,636,33035
2008-01-01,1962,26420,7214,0,4,0,0,630,34268
2008-01-01,1961,26941,7466,0,6,0,0,695,35108
2008-01-01,1960,26583,7806,0,4,0,0,634,35027
2008-01-01,1959,25911,7949,0,7,0,0,615,34482
2008-01-01,1958,25598,8126,0,4,0,0,578,34306
2008-01-01,1957,24460,8038,0,5,0,0,605,33108
2008-01-01,1956,22939,7819,0,3,0,0,590,31351
2008-01-01,1955,22566,7978,0,9,0,0,564,31117
2008-01-01,1954,21437,8132,0,1,0,0,600,30170
2008-01-01,1953,19720,7470,0,4,0,0,548,27742
2008-01-01,1952,19900,7852,0,2,0,0,621,28375
2008-01-01,1951,19887,7776,0,3,0,0,632,28298
2008-01-01,1950,19157,7497,0,3,0,0,746,27403
2008-01-01,1949,19906,8216,0,4,0,0,772,28898
2008-01-01,1948,18528,7475,0,2,0,0,690,26695
2008-01-01,1947,17048,7109,0,1,0,0,704,24862
2008-01-01,1946,15141,6060,0,3,0,0,693,21897
2008-01-01,1945,15970,4095,0,2,0,0,476,20543
2008-01-01,1944,17479,3752,0,1,0,0,457,21689
2008-01-01,1943,19128,3372,0,0,0,0,391,22891
2008-01-01,1942,19814,4321,0,0,0,0,571,24706
2008-01-01,1941,19706,5978,0,0,0,0,839,26523
2008-01-01,1940,18482,6107,0,1,0,0,985,25575
2008-01-01,1939,18083,6683,0,0,0,0,1059,25825
2008-01-01,1938,17512,6679,0,2,0,0,1078,25271
2008-01-01,1937,16149,6878,0,1,0,0,1186,24214
2008-01-01,1936,15489,5452,0,0,0,0,877,21818
2008-01-01,1935,14335,4711,0,0,0,0,770,19816
2008-01-01,1934,13061,3829,0,0,0,0,609,17499
2008-01-01,1933,13143,4080,0,0,0,0,539,17762
2008-01-01,1932,13253,4498,0,0,0,0,576,18327
2008-01-01,1931,12574,4007,0,0,0,0,614,17195
2008-01-01,1930,11768,4431,0,1,0,0,566,16766
2008-01-01,1929,10698,3934,0,1,0,0,561,15194
2008-01-01,1928,10440,3992,0,0,0,0,556,14988
2008-01-01,1927,9226,3721,0,0,0,0,616,13563
2008-01-01,1926,7974,3282,0,1,0,0,487,11744
2008-01-01,1925,7150,2858,0,0,0,0,432,10440
2008-01-01,1924,6076,2444,0,1,0,0,374,8895
2008-01-01,1923,5436,2127,0,0,0,0,334,7897
2008-01-01,1922,4489,1680,0,0,0,0,271,6440
2008-01-01,1921,3552,1214,0,0,0,0,225,4991
2008-01-01,1920,2515,937,0,0,0,0,123,3575
2008-01-01,1919,1974,707,0,0,0,0,102,2783
2008-01-01,1918,1651,691,0,0,0,0,100,2442
2008-01-01,1917,1043,367,0,0,0,0,42,1452
2008-01-01,1916,923,294,0,0,0,0,28,1245
2008-01-01,1915,879,271,0,0,0,0,30,1180
2008-01-01,1914,858,259,0,0,0,0,27,1144
2008-01-01,1913,632,192,0,0,0,0,19,843
2008-01-01,1912,539,144,0,0,0,0,6,689
2008-01-01,1911,320,92,0,0,0,0,7,419
2008-01-01,1910,213,62,0,0,0,0,3,278
2008-01-01,1909,155,34,0,0,0,0,5,194
2008-01-01,1908,104,24,0,0,0,0,4,132
2008-01-01,1907,54,13,0,0,0,0,2,69
2008-01-01,1906,35,20,0,0,0,0,1,56
2008-01-01,1905,21,6,0,0,0,0,0,27
2008-01-01,1904,4,8,0,0,0,0,0,12
2008-01-01,1903,7,5,0,0,0,0,1,13
2008-01-01,1902,6,3,0,0,0,0,0,9
2008-01-01,1901,1,0,0,0,0,0,0,1
2008-01-01,1900,1,1,0,0,0,0,0,2
2008-01-01,1899,1,1,0,0,0,0,0,2
2008-01-01,1898,0,1,0,0,0,0,0,1
2008-07-01,2008,10918,353,0,0,1,0,19,11291
2008-07-01,2007,22827,751,0,0,0,0,87,23665
2008-07-01,2006,21826,814,0,0,0,0,159,22799
2008-07-01,2005,20895,751,0,1,0,0,194,21841
2008-07-01,2004,19492,764,0,0,0,0,214,20470
2008-07-01,2003,19967,793,0,0,0,0,162,20922
2008-07-01,2002,18937,793,0,1,0,0,179,19910
2008-07-01,2001,18373,839,0,1,0,0,194,19407
2008-07-01,2000,18807,958,0,1,0,0,188,19954
2008-07-01,1999,17919,893,0,0,0,0,228,19040
2008-07-01,1998,16889,863,0,0,0,0,228,17980
2008-07-01,1997,17232,882,0,1,0,0,248,18363
2008-07-01,1996,17966,994,0,0,0,0,221,19181
2008-07-01,1995,19591,1081,0,0,0,0,253,20925
2008-07-01,1994,21543,1157,0,2,0,0,243,22945
2008-07-01,1993,23982,1167,0,3,0,0,255,25407
2008-07-01,1992,28326,1593,0,1,0,0,213,30133
2008-07-01,1991,29175,2400,0,1,0,0,255,31831
2008-07-01,1990,31121,2835,0,6,0,0,280,34242
2008-07-01,1989,31849,2910,0,5,0,0,278,35042
2008-07-01,1988,33374,3035,0,2,0,0,332,36743
2008-07-01,1987,34180,3168,0,2,0,0,387,37737
2008-07-01,1986,34270,3175,0,2,0,0,443,37890
2008-07-01,1985,32983,3238,0,3,0,0,481,36705
2008-07-01,1984,32991,3329,0,1,0,0,525,36846
2008-07-01,1983,32956,3634,0,1,0,0,553,37144
2008-07-01,1982,30700,3347,0,0,0,0,576,34623
2008-07-01,1981,29219,3479,0,3,0,0,551,33252
2008-07-01,1980,28302,3720,0,0,0,0,567,32589
2008-07-01,1979,27389,3819,0,1,0,0,544,31753
2008-07-01,1978,26672,3960,0,1,0,0,560,31193
2008-07-01,1977,26715,3926,0,2,0,0,568,31211
2008-07-01,1976,27213,3823,0,3,0,0,603,31642
2008-07-01,1975,27132,4159,0,5,0,0,643,31939
2008-07-01,1974,26987,4323,0,5,0,0,684,31999
2008-07-01,1973,26736,4096,0,3,0,0,653,31488
2008-07-01,1972,27218,4404,0,5,0,0,710,32337
2008-07-01,1971,27604,4382,0,8,0,0,795,32789
2008-07-01,1970,26961,4347,0,9,0,0,791,32108
2008-07-01,1969,25946,4393,0,8,0,0,736,31083
2008-07-01,1968,25731,4569,0,6,0,0,762,31068
2008-07-01,1967,25230,4895,0,5,0,0,776,30906
2008-07-01,1966,24942,5310,0,4,0,0,747,31003
2008-07-01,1965,24077,5548,0,7,0,0,695,30327
2008-07-01,1964,25098,6156,0,5,0,0,708,31967
2008-07-01,1963,25733,6542,0,6,0,0,659,32940
2008-07-01,1962,26331,7158,0,4,0,0,655,34148
2008-07-01,1961,26853,7393,0,6,0,0,713,34965
2008-07-01,1960,26515,7750,0,5,0,0,646,34916
2008-07-01,1959,25836,7864,0,6,0,0,626,34332
2008-07-01,1958,25487,8048,0,5,0,0,596,34136
2008-07-01,1957,24370,7953,0,5,0,0,610,32938
2008-07-01,1956,22856,7732,0,3,0,0,609,31200
2008-07-01,1955,22467,7883,0,9,0,0,594,30953
2008-07-01,1954,21339,8037,0,1,0,0,626,30003
2008-07-01,1953,19612,7344,0,4,0,0,595,27555
2008-07-01,1952,19787,7721,0,2,0,0,657,28167
2008-07-01,1951,19791,7639,0,3,0,0,664,28097
2008-07-01,1950,19036,7381,0,3,0,0,770,27190
2008-07-01,1949,19756,8089,0,4,0,0,798,28647
2008-07-01,1948,18396,7346,0,3,0,0,734,26479
2008-07-01,1947,16939,6969,0,1,0,0,738,24647
2008-07-01,1946,15007,5935,0,4,0,0,719,21665
2008-07-01,1945,15810,4010,0,2,0,0,490,20312
2008-07-01,1944,17277,3687,0,1,0,0,466,21431
2008-07-01,1943,18909,3296,0,0,0,0,405,22610
2008-07-01,1942,19569,4251,0,0,0,0,584,24404
2008-07-01,1941,19453,5841,0,0,0,0,856,26150
2008-07-01,1940,18253,5955,0,1,0,0,1005,25214
2008-07-01,1939,17850,6503,0,0,0,0,1086,25439
2008-07-01,1938,17226,6511,0,2,0,0,1098,24837
2008-07-01,1937,15888,6696,0,1,0,0,1208,23793
2008-07-01,1936,15201,5313,0,0,0,0,893,21407
2008-07-01,1935,14048,4601,0,0,0,0,774,19423
2008-07-01,1934,12750,3713,0,0,0,0,622,17085
2008-07-01,1933,12832,3947,0,0,0,0,550,17329
2008-07-01,1932,12906,4342,0,0,0,0,579,17827
2008-07-01,1931,12223,3867,0,0,0,0,617,16707
2008-07-01,1930,11398,4267,0,1,0,0,572,16238
2008-07-01,1929,10354,3781,0,1,0,0,567,14703
2008-07-01,1928,10080,3837,0,0,0,0,546,14463
2008-07-01,1927,8869,3565,0,0,0,0,596,13030
