"ReportDate","Year","LvCitizens","LvNonCitizens","LvAlternative","LvStateless","LvRefugee","LvTemporary","Foreign","Total"
2008-07-01,1926,7639,3122,0,1,0,0,473,11235
2008-07-01,1925,6812,2725,0,0,0,0,421,9958
2008-07-01,1924,5739,2299,0,0,0,0,356,8394
2008-07-01,1923,5134,2001,0,0,0,0,318,7453
2008-07-01,1922,4153,1578,0,0,0,0,263,5994
2008-07-01,1921,3271,1119,0,0,0,0,217,4607
2008-07-01,1920,2295,849,0,0,0,0,122,3266
2008-07-01,1919,1805,634,0,0,0,0,101,2540
2008-07-01,1918,1490,614,0,0,0,0,91,2195
2008-07-01,1917,927,331,0,0,0,0,40,1298
2008-07-01,1916,836,266,0,0,0,0,27,1129
2008-07-01,1915,771,244,0,0,0,0,27,1042
2008-07-01,1914,741,237,0,0,0,0,25,1003
2008-07-01,1913,537,167,0,0,0,0,18,722
2008-07-01,1912,453,126,0,0,0,0,6,585
2008-07-01,1911,265,81,0,0,0,0,7,353
2008-07-01,1910,172,58,0,0,0,0,3,233
2008-07-01,1909,129,31,0,0,0,0,4,164
2008-07-01,1908,87,22,0,0,0,0,4,113
2008-07-01,1907,46,12,0,0,0,0,1,59
2008-07-01,1906,25,19,0,0,0,0,1,45
2008-07-01,1905,16,5,0,0,0,0,0,21
2008-07-01,1904,3,7,0,0,0,0,0,10
2008-07-01,1903,2,5,0,0,0,0,1,8
2008-07-01,1902,4,3,0,0,0,0,0,7
2008-07-01,1901,1,0,0,0,0,0,0,1
2008-07-01,1900,1,1,0,0,0,0,0,2
2008-07-01,1899,1,1,0,0,0,0,0,2
2008-07-01,1898,0,1,0,0,0,0,0,1
2009-01-01,2008,22675,688,0,0,0,0,79,23442
2009-01-01,2007,22978,727,0,0,0,0,101,23806
2009-01-01,2006,21852,786,0,0,0,0,165,22803
2009-01-01,2005,20907,734,0,1,0,0,204,21846
2009-01-01,2004,19492,752,0,0,0,0,222,20466
2009-01-01,2003,19962,779,0,0,0,0,174,20915
2009-01-01,2002,18946,774,0,1,0,0,187,19908
2009-01-01,2001,18371,823,0,1,0,0,201,19396
2009-01-01,2000,18811,941,0,1,0,0,188,19941
2009-01-01,1999,17930,873,0,0,0,0,233,19036
2009-01-01,1998,16891,848,0,0,0,0,231,17970
2009-01-01,1997,17233,863,0,1,0,0,246,18343
2009-01-01,1996,17968,978,0,0,0,0,227,19173
2009-01-01,1995,19604,1053,0,0,0,0,250,20907
2009-01-01,1994,21553,1124,0,2,0,0,248,22927
2009-01-01,1993,24008,1121,0,3,0,0,270,25402
2009-01-01,1992,28345,1538,0,1,0,0,233,30117
2009-01-01,1991,29219,2315,0,1,0,0,290,31825
2009-01-01,1990,31200,2723,0,6,0,0,302,34231
2009-01-01,1989,31917,2792,0,5,0,0,298,35012
2009-01-01,1988,33431,2933,0,2,0,0,355,36721
2009-01-01,1987,34222,3055,0,2,0,0,433,37712
2009-01-01,1986,34275,3098,0,2,0,0,504,37879
2009-01-01,1985,32978,3153,0,3,0,0,543,36677
2009-01-01,1984,32947,3263,0,1,0,0,589,36800
2009-01-01,1983,32907,3559,0,1,0,0,585,37052
2009-01-01,1982,30684,3278,0,0,0,0,601,34563
2009-01-01,1981,29179,3407,0,3,0,0,586,33175
2009-01-01,1980,28287,3664,0,0,0,0,595,32546
2009-01-01,1979,27361,3759,0,1,0,0,580,31701
2009-01-01,1978,26635,3892,0,1,0,0,607,31135
2009-01-01,1977,26697,3871,0,2,0,0,628,31198
2009-01-01,1976,27164,3778,0,3,0,0,622,31567
2009-01-01,1975,27109,4111,0,5,0,0,677,31902
2009-01-01,1974,26948,4261,0,5,0,0,704,31918
2009-01-01,1973,26676,4052,0,3,0,0,675,31406
2009-01-01,1972,27191,4353,0,6,0,0,741,32291
2009-01-01,1971,27571,4324,0,8,0,0,810,32713
2009-01-01,1970,26909,4299,0,9,0,0,817,32034
2009-01-01,1969,25907,4337,0,9,0,0,751,31004
2009-01-01,1968,25681,4513,0,5,0,0,770,30969
2009-01-01,1967,25201,4841,0,4,0,0,809,30855
2009-01-01,1966,24898,5246,0,4,0,0,771,30919
2009-01-01,1965,24039,5493,0,7,0,0,708,30247
2009-01-01,1964,25047,6092,0,6,0,0,720,31865
2009-01-01,1963,25662,6478,0,6,0,0,672,32818
2009-01-01,1962,26255,7072,0,4,0,0,675,34006
2009-01-01,1961,26780,7316,0,6,0,0,715,34817
2009-01-01,1960,26445,7671,0,5,0,0,658,34779
2009-01-01,1959,25765,7761,0,6,0,0,642,34174
2009-01-01,1958,25413,7933,0,6,0,0,611,33963
2009-01-01,1957,24270,7865,0,5,0,0,616,32756
2009-01-01,1956,22761,7631,0,3,0,0,636,31031
2009-01-01,1955,22389,7780,0,9,0,0,613,30791
2009-01-01,1954,21250,7922,0,1,0,0,658,29831
2009-01-01,1953,19524,7230,0,4,0,0,645,27403
2009-01-01,1952,19686,7581,0,2,0,0,709,27978
2009-01-01,1951,19682,7490,0,3,0,0,713,27888
2009-01-01,1950,18934,7273,0,3,0,0,810,27020
2009-01-01,1949,19642,7956,0,4,0,0,840,28442
2009-01-01,1948,18279,7238,0,3,0,0,779,26299
2009-01-01,1947,16793,6846,0,1,0,0,761,24401
2009-01-01,1946,14902,5832,0,4,0,0,751,21489
2009-01-01,1945,15674,3932,0,2,0,0,508,20116
2009-01-01,1944,17093,3620,0,1,0,0,484,21198
2009-01-01,1943,18697,3222,0,0,0,0,414,22333
2009-01-01,1942,19349,4156,0,0,0,0,611,24116
2009-01-01,1941,19236,5716,0,0,0,0,889,25841
2009-01-01,1940,18041,5838,0,1,0,0,1029,24909
2009-01-01,1939,17602,6360,0,0,0,0,1110,25072
2009-01-01,1938,16958,6358,0,2,0,0,1127,24445
2009-01-01,1937,15641,6529,0,1,0,0,1236,23407
2009-01-01,1936,14951,5178,0,0,0,0,918,21047
2009-01-01,1935,13787,4468,0,0,0,0,773,19028
2009-01-01,1934,12468,3620,0,0,0,0,628,16716
2009-01-01,1933,12538,3841,0,0,0,0,555,16934
2009-01-01,1932,12576,4199,0,0,0,0,588,17363
2009-01-01,1931,11903,3736,0,0,0,0,630,16269
2009-01-01,1930,11073,4136,0,1,0,0,571,15781
2009-01-01,1929,9996,3639,0,1,0,0,567,14203
2009-01-01,1928,9732,3656,0,0,0,0,545,13933
2009-01-01,1927,8514,3389,0,0,0,0,596,12499
2009-01-01,1926,7334,2959,0,0,0,0,468,10761
2009-01-01,1925,6471,2568,0,0,0,0,408,9447
2009-01-01,1924,5413,2172,0,0,0,0,347,7932
2009-01-01,1923,4855,1885,0,0,0,0,312,7052
2009-01-01,1922,3910,1458,0,0,0,0,253,5621
2009-01-01,1921,3041,1054,0,0,0,0,205,4300
2009-01-01,1920,2120,783,0,0,0,0,123,3026
2009-01-01,1919,1650,587,0,0,0,0,92,2329
2009-01-01,1918,1358,565,0,0,0,0,85,2008
2009-01-01,1917,842,296,0,0,0,0,38,1176
2009-01-01,1916,740,250,0,0,0,0,25,1015
2009-01-01,1915,682,216,0,0,0,0,27,925
2009-01-01,1914,652,211,0,0,0,0,24,887
2009-01-01,1913,468,146,0,0,0,0,15,629
2009-01-01,1912,381,110,0,0,0,0,5,496
2009-01-01,1911,223,72,0,0,0,0,5,300
2009-01-01,1910,156,50,0,0,0,0,3,209
2009-01-01,1909,108,28,0,0,0,0,4,140
2009-01-01,1908,71,19,0,0,0,0,4,94
2009-01-01,1907,31,12,0,0,0,0,1,44
2009-01-01,1906,22,15,0,0,0,0,0,37
2009-01-01,1905,13,5,0,0,0,0,0,18
2009-01-01,1904,2,7,0,0,0,0,0,9
2009-01-01,1903,1,5,0,0,0,0,1,7
2009-01-01,1902,4,3,0,0,0,0,0,7
2009-01-01,1901,1,0,0,0,0,0,0,1
2009-01-01,1900,1,1,0,0,0,0,0,2
2009-01-01,1899,1,1,0,0,0,0,0,2
2009-01-01,1898,0,1,0,0,0,0,0,1
2009-07-01,2009,10159,300,0,0,0,0,16,10475
2009-07-01,2008,23374,679,0,0,0,0,116,24169
2009-07-01,2007,22997,709,0,0,0,0,109,23815
2009-07-01,2006,21838,770,0,0,0,0,171,22779
2009-07-01,2005,20904,709,0,0,0,0,207,21820
2009-07-01,2004,19485,739,0,0,0,0,225,20449
2009-07-01,2003,19964,764,0,0,0,0,172,20900
2009-07-01,2002,18936,764,0,0,0,0,190,19890
2009-07-01,2001,18358,812,0,1,0,0,202,19373
2009-07-01,2000,18800,923,0,1,0,0,192,19916
2009-07-01,1999,17923,862,0,0,0,0,227,19012
2009-07-01,1998,16893,838,0,0,0,0,227,17958
2009-07-01,1997,17233,845,0,0,0,0,245,18323
2009-07-01,1996,17973,960,0,0,0,0,226,19159
2009-07-01,1995,19620,1021,0,1,0,0,256,20898
2009-07-01,1994,21595,1071,0,0,0,0,248,22914
2009-07-01,1993,24004,1099,0,3,0,0,264,25370
2009-07-01,1992,28342,1507,0,1,0,0,230,30080
2009-07-01,1991,29265,2242,0,1,0,0,288,31796
2009-07-01,1990,31254,2640,0,3,0,0,304,34201
2009-07-01,1989,31942,2713,0,2,0,0,320,34977
2009-07-01,1988,33430,2869,0,2,0,0,375,36676
2009-07-01,1987,34233,3001,0,2,0,0,457,37693
2009-07-01,1986,34278,3043,0,2,0,0,497,37820
2009-07-01,1985,32969,3084,0,3,0,0,554,36610
2009-07-01,1984,32929,3209,0,1,0,0,598,36737
2009-07-01,1983,32868,3512,0,1,0,0,590,36971
2009-07-01,1982,30640,3234,0,0,0,0,616,34490
2009-07-01,1981,29148,3375,0,1,0,0,596,33120
2009-07-01,1980,28247,3627,0,0,0,0,581,32455
2009-07-01,1979,27326,3714,0,1,0,0,576,31617
2009-07-01,1978,26582,3864,0,1,0,0,603,31050
2009-07-01,1977,26660,3840,0,2,0,0,624,31126
2009-07-01,1976,27109,3747,0,4,0,0,627,31487
2009-07-01,1975,27051,4073,0,4,0,0,674,31802
2009-07-01,1974,26917,4223,0,5,0,0,715,31860
2009-07-01,1973,26644,4013,0,3,0,0,678,31338
2009-07-01,1972,27139,4317,0,6,0,0,738,32200
2009-07-01,1971,27537,4288,0,7,0,0,795,32627
2009-07-01,1970,26868,4267,0,6,0,0,803,31944
2009-07-01,1969,25865,4297,0,8,0,0,749,30919
2009-07-01,1968,25638,4489,0,4,0,0,773,30904
2009-07-01,1967,25156,4809,0,2,0,0,797,30764
2009-07-01,1966,24832,5208,0,3,0,0,764,30807
2009-07-01,1965,23979,5453,0,5,0,0,697,30134
2009-07-01,1964,25012,6042,0,4,0,0,718,31776
2009-07-01,1963,25607,6422,0,6,0,0,690,32725
2009-07-01,1962,26179,7015,0,4,0,0,681,33879
2009-07-01,1961,26712,7254,0,6,0,0,717,34689
2009-07-01,1960,26371,7605,0,5,0,0,651,34632
2009-07-01,1959,25692,7689,0,6,0,0,650,34037
2009-07-01,1958,25325,7867,0,5,0,0,621,33818
2009-07-01,1957,24184,7788,0,5,0,0,628,32605
2009-07-01,1956,22667,7567,0,3,0,0,648,30885
2009-07-01,1955,22284,7691,0,8,0,0,637,30620
2009-07-01,1954,21147,7803,0,1,0,0,710,29661
2009-07-01,1953,19418,7129,0,3,0,0,687,27237
2009-07-01,1952,19583,7465,0,1,0,0,748,27797
2009-07-01,1951,19552,7367,0,3,0,0,742,27664
2009-07-01,1950,18791,7148,0,2,0,0,833,26774
2009-07-01,1949,19493,7860,0,4,0,0,861,28218
2009-07-01,1948,18133,7127,0,1,0,0,789,26050
2009-07-01,1947,16639,6728,0,1,0,0,785,24153
2009-07-01,1946,14747,5718,0,3,0,0,759,21227
2009-07-01,1945,15496,3860,0,1,0,0,528,19885
2009-07-01,1944,16913,3553,0,1,0,0,497,20964
2009-07-01,1943,18496,3162,0,0,0,0,422,22080
2009-07-01,1942,19104,4091,0,0,0,0,614,23809
2009-07-01,1941,18958,5585,0,0,0,0,924,25467
2009-07-01,1940,17779,5718,0,1,0,0,1046,24544
2009-07-01,1939,17342,6223,0,0,0,0,1131,24696
2009-07-01,1938,16677,6207,0,2,0,0,1133,24019
2009-07-01,1937,15384,6360,0,1,0,0,1254,22999
2009-07-01,1936,14668,5043,0,0,0,0,941,20652
2009-07-01,1935,13494,4340,0,0,0,0,778,18612
2009-07-01,1934,12214,3503,0,0,0,0,627,16344
2009-07-01,1933,12223,3719,0,0,0,0,549,16491
2009-07-01,1932,12243,4060,0,0,0,0,592,16895
2009-07-01,1931,11524,3601,0,0,0,0,641,15766
2009-07-01,1930,10690,3975,0,1,0,0,565,15231
2009-07-01,1929,9629,3468,0,1,0,0,557,13655
2009-07-01,1928,9357,3508,0,0,0,0,523,13388
2009-07-01,1927,8142,3221,0,0,0,0,590,11953
2009-07-01,1926,6963,2805,0,0,0,0,456,10224
2009-07-01,1925,6130,2422,0,0,0,0,403,8955
2009-07-01,1924,5103,2033,0,0,0,0,335,7471
2009-07-01,1923,4549,1782,0,0,0,0,297,6628
2009-07-01,1922,3622,1351,0,0,0,0,237,5210
2009-07-01,1921,2794,995,0,0,0,0,188,3977
2009-07-01,1920,1934,717,0,0,0,0,120,2771
2009-07-01,1919,1498,533,0,0,0,0,83,2114
2009-07-01,1918,1219,506,0,0,0,0,73,1798
2009-07-01,1917,715,269,0,0,0,0,37,1021
2009-07-01,1916,654,211,0,0,0,0,23,888
2009-07-01,1915,585,194,0,0,0,0,25,804
2009-07-01,1914,547,184,0,0,0,0,21,752
2009-07-01,1913,399,132,0,0,0,0,13,544
2009-07-01,1912,308,98,0,0,0,0,4,410
2009-07-01,1911,189,65,0,0,0,0,4,258
2009-07-01,1910,128,48,0,0,0,0,2,178
2009-07-01,1909,83,22,0,0,0,0,3,108
2009-07-01,1908,47,16,0,0,0,0,2,65
2009-07-01,1907,22,11,0,0,0,0,1,34
2009-07-01,1906,16,13,0,0,0,0,0,29
2009-07-01,1905,12,5,0,0,0,0,0,17
2009-07-01,1904,2,7,0,0,0,0,0,9
2009-07-01,1903,1,5,0,0,0,0,0,6
2009-07-01,1902,2,3,0,0,0,0,0,5
2009-07-01,1901,1,0,0,0,0,0,0,1
2009-07-01,1900,1,1,0,0,0,0,0,2
2009-07-01,1899,0,1,0,0,0,0,0,1
2009-07-01,1898,0,1,0,0,0,0,0,1
2010-01-01,2009,20562,588,0,0,0,0,82,21232
2010-01-01,2008,23463,650,0,0,0,0,119,24232
2010-01-01,2007,22993,680,0,0,0,0,118,23791
2010-01-01,2006,21812,755,0,0,0,0,177,22744
2010-01-01,2005,20859,698,0,0,0,0,206,21763
2010-01-01,2004,19448,724,0,0,0,0,221,20393
2010-01-01,2003,19938,747,0,0,0,0,178,20863
2010-01-01,2002,18924,751,0,0,0,0,191,19866
2010-01-01,2001,18334,799,0,1,0,0,192,19326
2010-01-01,2000,18783,903,0,1,0,0,190,19877
2010-01-01,1999,17910,847,0,0,0,0,222,18979
2010-01-01,1998,16887,817,0,0,0,0,227,17931
2010-01-01,1997,17225,825,0,0,0,0,244,18294
2010-01-01,1996,17956,943,0,0,0,0,222,19121
2010-01-01,1995,19612,992,0,1,0,0,256,20861
2010-01-01,1994,21599,1034,0,0,0,0,246,22879
2010-01-01,1993,24007,1062,0,3,0,0,277,25349
2010-01-01,1992,28353,1459,0,2,0,0,243,30057
2010-01-01,1991,29309,2163,0,1,0,0,278,31751
2010-01-01,1990,31308,2539,0,4,0,0,326,34177
2010-01-01,1989,31999,2601,0,2,0,0,329,34931
2010-01-01,1988,33468,2747,0,1,0,0,380,36596
2010-01-01,1987,34244,2903,0,2,0,0,501,37650
2010-01-01,1986,34288,2946,0,2,0,0,506,37742
2010-01-01,1985,32969,2990,0,2,0,0,561,36522
2010-01-01,1984,32916,3120,0,1,0,0,583,36620
2010-01-01,1983,32848,3400,0,1,0,0,599,36848
2010-01-01,1982,30579,3154,0,0,0,0,620,34353
2010-01-01,1981,29101,3310,0,3,0,0,565,32979
2010-01-01,1980,28179,3556,0,0,0,0,551,32286
2010-01-01,1979,27245,3653,0,1,0,0,573,31472
2010-01-01,1978,26540,3812,0,1,0,0,578,30931
2010-01-01,1977,26601,3795,0,2,0,0,604,31002
2010-01-01,1976,27052,3700,0,3,0,0,620,31375
2010-01-01,1975,26989,4023,0,4,0,0,646,31662
2010-01-01,1974,26859,4169,0,5,0,0,696,31729
2010-01-01,1973,26596,3958,0,3,0,0,659,31216
2010-01-01,1972,27096,4274,0,5,0,0,720,32095
2010-01-01,1971,27487,4247,0,7,0,0,778,32519
2010-01-01,1970,26813,4225,0,7,0,0,785,31830
2010-01-01,1969,25815,4261,0,8,0,0,737,30821
2010-01-01,1968,25592,4451,0,5,0,0,757,30805
2010-01-01,1967,25096,4759,0,3,0,0,791,30649
2010-01-01,1966,24784,5159,0,3,0,0,751,30697
2010-01-01,1965,23937,5421,0,5,0,0,694,30057
2010-01-01,1964,24953,5983,0,4,0,0,704,31644
2010-01-01,1963,25553,6358,0,6,0,0,679,32596
2010-01-01,1962,26109,6930,0,4,0,0,661,33704
2010-01-01,1961,26625,7185,0,6,0,0,693,34509
2010-01-01,1960,26305,7524,0,5,0,0,666,34500
2010-01-01,1959,25613,7602,0,6,0,0,640,33861
2010-01-01,1958,25229,7772,0,5,0,0,632,33638
2010-01-01,1957,24095,7702,0,5,0,0,634,32436
2010-01-01,1956,22589,7477,0,3,0,0,674,30743
2010-01-01,1955,22192,7552,0,8,0,0,674,30426
2010-01-01,1954,21061,7641,0,1,0,0,794,29497
2010-01-01,1953,19296,6996,0,3,0,0,748,27043
2010-01-01,1952,19455,7314,0,1,0,0,805,27575
2010-01-01,1951,19456,7224,0,3,0,0,799,27482
2010-01-01,1950,18650,7007,0,2,0,0,866,26525
2010-01-01,1949,19331,7705,0,4,0,0,914,27954
2010-01-01,1948,18010,7009,0,2,0,0,816,25837
2010-01-01,1947,16513,6612,0,1,0,0,818,23944
2010-01-01,1946,14619,5585,0,3,0,0,797,21004
2010-01-01,1945,15335,3782,0,1,0,0,538,19656
2010-01-01,1944,16737,3469,0,1,0,0,506,20713
2010-01-01,1943,18287,3084,0,0,0,0,445,21816
2010-01-01,1942,18895,3992,0,0,0,0,635,23522
2010-01-01,1941,18710,5470,0,0,0,0,949,25129
2010-01-01,1940,17537,5590,0,0,0,0,1072,24199
2010-01-01,1939,17098,6064,0,0,0,0,1151,24313
2010-01-01,1938,16441,6038,0,2,0,0,1150,23631
2010-01-01,1937,15110,6203,0,1,0,0,1273,22587
2010-01-01,1936,14401,4911,0,0,0,0,952,20264
2010-01-01,1935,13205,4202,0,0,0,0,805,18212
2010-01-01,1934,11944,3401,0,0,0,0,637,15982
2010-01-01,1933,11942,3593,0,0,0,0,566,16101
2010-01-01,1932,11924,3910,0,0,0,0,608,16442
2010-01-01,1931,11187,3486,0,0,0,0,637,15310
2010-01-01,1930,10372,3831,0,1,0,0,575,14779
2010-01-01,1929,9275,3339,0,1,0,0,545,13160
2010-01-01,1928,9012,3369,0,0,0,0,516,12897
2010-01-01,1927,7779,3064,0,0,0,0,576,11419
2010-01-01,1926,6644,2669,0,0,0,0,449,9762
2010-01-01,1925,5832,2307,0,0,0,0,390,8529
2010-01-01,1924,4841,1909,0,0,0,0,328,7078
2010-01-01,1923,4259,1659,0,0,0,0,284,6202
2010-01-01,1922,3365,1271,0,0,0,0,219,4855
2010-01-01,1921,2589,922,0,0,0,0,171,3682
2010-01-01,1920,1794,659,0,0,0,0,113,2566
2010-01-01,1919,1335,496,0,0,0,0,78,1909
2010-01-01,1918,1097,457,0,0,0,0,67,1621
2010-01-01,1917,636,244,0,0,0,0,35,915
2010-01-01,1916,588,188,0,0,0,0,22,798
2010-01-01,1915,504,178,0,0,0,0,23,705
2010-01-01,1914,483,160,0,0,0,0,21,664
2010-01-01,1913,338,117,0,0,0,0,12,467
2010-01-01,1912,257,89,0,0,0,0,2,348
2010-01-01,1911,162,61,0,0,0,0,3,226
2010-01-01,1910,107,44,0,0,0,0,2,153
2010-01-01,1909,74,19,0,0,0,0,3,96
2010-01-01,1908,41,16,0,0,0,0,1,58
2010-01-01,1907,18,10,0,0,0,0,1,29
2010-01-01,1906,14,13,0,0,0,0,0,27
2010-01-01,1905,12,5,0,0,0,0,0,17
2010-01-01,1904,2,7,0,0,0,0,0,9
2010-01-01,1903,1,3,0,0,0,0,0,4
2010-01-01,1902,2,3,0,0,0,0,0,5
2010-01-01,1901,1,0,0,0,0,0,0,1
2010-01-01,1900,1,1,0,0,0,0,0,2
2010-01-01,1899,0,1,0,0,0,0,0,1
2010-01-01,1898,0,1,0,0,0,0,0,1
2010-07-01,2010,8904,248,0,0,0,0,20,9172
2010-07-01,2009,21146,582,0,0,0,0,117,21845
2010-07-01,2008,23446,633,0,0,0,0,125,24204
2010-07-01,2007,22956,657,0,0,0,0,119,23732
2010-07-01,2006,21770,731,0,0,0,0,173,22674
2010-07-01,2005,20822,681,0,0,0,0,206,21709
2010-07-01,2004,19401,713,0,0,0,0,218,20332
2010-07-01,2003,19913,730,0,0,0,0,175,20818
2010-07-01,2002,18906,731,0,0,0,0,186,19823
2010-07-01,2001,18319,783,0,1,0,0,190,19293
2010-07-01,2000,18773,885,0,0,0,0,187,19845
2010-07-01,1999,17891,830,0,0,0,0,218,18939
2010-07-01,1998,16866,800,0,0,0,0,232,17898
2010-07-01,1997,17219,806,0,0,0,0,243,18268
2010-07-01,1996,17939,918,0,0,0,0,223,19080
2010-07-01,1995,19618,951,0,1,0,0,254,20824
2010-07-01,1994,21581,1017,0,0,0,0,249,22847
2010-07-01,1993,24004,1038,0,3,0,0,279,25324
2010-07-01,1992,28381,1397,0,2,0,0,244,30024
2010-07-01,1991,29352,2071,0,1,0,0,282,31706
2010-07-01,1990,31326,2440,0,5,0,0,353,34124
2010-07-01,1989,31982,2519,0,5,0,0,336,34842
2010-07-01,1988,33422,2669,0,1,0,0,396,36488
2010-07-01,1987,34212,2815,0,2,0,0,508,37537
2010-07-01,1986,34251,2869,0,2,0,0,513,37635
2010-07-01,1985,32907,2915,0,1,0,0,555,36378
2010-07-01,1984,32834,3053,0,1,0,0,585,36473
2010-07-01,1983,32751,3319,0,1,0,0,591,36662
2010-07-01,1982,30485,3106,0,0,0,0,610,34201
2010-07-01,1981,28994,3273,0,3,0,0,570,32840
2010-07-01,1980,28090,3505,0,0,0,0,546,32141
2010-07-01,1979,27173,3601,0,1,0,0,563,31338
2010-07-01,1978,26462,3772,0,1,0,0,574,30809
2010-07-01,1977,26507,3749,0,2,0,0,578,30836
2010-07-01,1976,26967,3658,0,3,0,0,613,31241
2010-07-01,1975,26913,3988,0,4,0,0,648,31553
2010-07-01,1974,26799,4134,0,5,0,0,694,31632
2010-07-01,1973,26545,3924,0,4,0,0,644,31117
2010-07-01,1972,27039,4223,0,6,0,0,713,31981
2010-07-01,1971,27411,4205,0,7,0,0,774,32397
2010-07-01,1970,26742,4187,0,8,0,0,784,31721
2010-07-01,1969,25753,4224,0,8,0,0,736,30721
2010-07-01,1968,25529,4420,0,5,0,0,758,30712
2010-07-01,1967,25048,4725,0,4,0,0,783,30560
2010-07-01,1966,24728,5103,0,3,0,0,745,30579
2010-07-01,1965,23872,5363,0,5,0,0,693,29933
2010-07-01,1964,24885,5933,0,4,0,0,701,31523
2010-07-01,1963,25483,6285,0,6,0,0,689,32463
2010-07-01,1962,26024,6855,0,4,0,0,679,33562
2010-07-01,1961,26551,7100,0,6,0,0,715,34372
2010-07-01,1960,26210,7444,0,5,0,0,691,34350
2010-07-01,1959,25516,7516,0,6,0,0,685,33723
2010-07-01,1958,25125,7643,0,5,0,0,686,33459
2010-07-01,1957,23979,7577,0,5,0,0,689,32250
2010-07-01,1956,22482,7334,0,3,0,0,756,30575
2010-07-01,1955,22064,7333,0,8,0,0,806,30211
2010-07-01,1954,20935,7395,0,1,0,0,966,29297
