"ReportDate","Year","LvCitizens","LvNonCitizens","LvAlternative","LvStateless","LvRefugee","LvTemporary","Foreign","Total"
2012-07-01,1983,31973,3038,2,1,0,0,765,35779
2012-07-01,1982,29729,2839,4,0,1,0,707,33280
2012-07-01,1981,28373,3005,1,3,1,0,679,32062
2012-07-01,1980,27445,3267,3,0,1,0,668,31384
2012-07-01,1979,26590,3383,3,0,1,0,655,30632
2012-07-01,1978,25888,3547,2,1,0,0,690,30128
2012-07-01,1977,25933,3539,3,2,1,0,688,30166
2012-07-01,1976,26519,3447,2,2,0,0,710,30680
2012-07-01,1975,26426,3789,1,3,0,0,754,30973
2012-07-01,1974,26370,3935,0,5,2,0,814,31126
2012-07-01,1973,26145,3752,0,3,1,0,761,30662
2012-07-01,1972,26631,4056,1,6,2,0,829,31525
2012-07-01,1971,26955,4059,1,6,0,0,886,31907
2012-07-01,1970,26374,4016,0,7,2,0,871,31270
2012-07-01,1969,25418,4075,1,8,0,0,849,30351
2012-07-01,1968,25175,4273,1,5,0,0,848,30302
2012-07-01,1967,24759,4530,0,5,1,0,861,30156
2012-07-01,1966,24410,4901,1,4,0,0,843,30159
2012-07-01,1965,23543,5133,0,7,0,0,825,29508
2012-07-01,1964,24563,5692,0,6,1,0,791,31053
2012-07-01,1963,25135,5981,0,7,0,0,867,31990
2012-07-01,1962,25607,6564,0,4,0,0,850,33025
2012-07-01,1961,26137,6777,0,7,1,0,857,33779
2012-07-01,1960,25806,7084,0,5,0,0,853,33748
2012-07-01,1959,25072,7068,0,6,0,0,913,33059
2012-07-01,1958,24697,7134,0,5,0,0,948,32784
2012-07-01,1957,23530,6831,1,6,0,0,1164,31532
2012-07-01,1956,22033,6387,0,5,0,0,1417,29842
2012-07-01,1955,21563,6415,0,8,1,0,1462,29449
2012-07-01,1954,20444,6528,0,1,1,0,1498,28472
2012-07-01,1953,18731,6005,0,3,0,0,1388,26127
2012-07-01,1952,18862,6357,0,2,2,0,1384,26607
2012-07-01,1951,18844,6412,0,1,0,0,1217,26474
2012-07-01,1950,17970,6290,0,3,0,0,1205,25468
2012-07-01,1949,18581,6968,0,4,0,0,1229,26782
2012-07-01,1948,17258,6326,0,2,0,0,1052,24638
2012-07-01,1947,15668,5959,0,0,0,0,1056,22683
2012-07-01,1946,13933,4994,0,2,0,0,983,19912
2012-07-01,1945,14532,3378,0,1,0,0,640,18551
2012-07-01,1944,15762,3100,0,1,0,0,600,19463
2012-07-01,1943,17127,2785,0,0,0,0,539,20451
2012-07-01,1942,17622,3587,0,0,0,0,736,21945
2012-07-01,1941,17476,4841,0,0,0,0,1056,23373
2012-07-01,1940,16248,4947,0,0,0,0,1189,22384
2012-07-01,1939,15767,5346,0,0,0,0,1264,22377
2012-07-01,1938,15057,5315,0,2,0,0,1249,21623
2012-07-01,1937,13738,5437,0,0,0,0,1329,20504
2012-07-01,1936,12914,4271,0,0,0,0,987,18172
2012-07-01,1935,11783,3658,0,0,0,0,803,16244
2012-07-01,1934,10511,2861,0,0,0,0,641,14013
2012-07-01,1933,10356,3039,0,0,0,0,565,13960
2012-07-01,1932,10176,3290,0,0,0,0,575,14041
2012-07-01,1931,9450,2863,0,0,0,0,598,12911
2012-07-01,1930,8600,3123,0,0,0,0,549,12272
2012-07-01,1929,7599,2645,0,0,0,0,487,10731
2012-07-01,1928,7171,2646,0,0,0,0,438,10255
2012-07-01,1927,6051,2334,0,0,0,0,500,8885
2012-07-01,1926,5018,1986,0,0,0,0,365,7369
2012-07-01,1925,4272,1666,0,0,0,0,319,6257
2012-07-01,1924,3467,1349,0,0,0,0,255,5071
2012-07-01,1923,2952,1147,0,0,0,0,206,4305
2012-07-01,1922,2202,812,0,0,0,0,145,3159
2012-07-01,1921,1647,579,0,0,0,0,122,2348
2012-07-01,1920,1054,400,0,0,0,0,74,1528
2012-07-01,1919,749,305,0,0,0,0,41,1095
2012-07-01,1918,570,253,0,0,0,0,41,864
2012-07-01,1917,319,118,0,0,0,0,15,452
2012-07-01,1916,276,103,0,0,0,0,11,390
2012-07-01,1915,214,98,0,0,0,0,15,327
2012-07-01,1914,211,77,0,0,0,0,11,299
2012-07-01,1913,133,70,0,0,0,0,6,209
2012-07-01,1912,97,50,0,0,0,0,1,148
2012-07-01,1911,69,32,0,0,0,0,0,101
2012-07-01,1910,46,25,0,0,0,0,0,71
2012-07-01,1909,28,14,0,0,0,0,0,42
2012-07-01,1908,18,9,0,0,0,0,1,28
2012-07-01,1907,8,7,0,0,0,0,1,16
2012-07-01,1906,7,10,0,0,0,0,0,17
2012-07-01,1905,7,0,0,0,0,0,0,7
2012-07-01,1904,0,1,0,0,0,0,0,1
2012-07-01,1903,0,1,0,0,0,0,0,1
2012-07-01,1902,1,0,0,0,0,0,0,1
2012-07-01,1898,0,1,0,0,0,0,0,1
2013-01-01,2012,19032,260,0,0,0,0,122,19414
2013-01-01,2011,18763,359,1,0,2,0,186,19311
2013-01-01,2010,19276,401,1,0,0,0,232,19910
2013-01-01,2009,21132,469,1,0,2,0,271,21875
2013-01-01,2008,23159,518,1,0,0,0,244,23922
2013-01-01,2007,22524,549,0,0,0,0,263,23336
2013-01-01,2006,21363,599,1,0,0,0,312,22275
2013-01-01,2005,20487,558,0,0,1,0,303,21349
2013-01-01,2004,19135,600,1,0,0,0,328,20064
2013-01-01,2003,19637,609,1,0,2,0,283,20532
2013-01-01,2002,18671,632,0,0,0,0,274,19577
2013-01-01,2001,18077,656,0,1,0,0,279,19013
2013-01-01,2000,18602,750,1,1,1,0,243,19598
2013-01-01,1999,17724,705,0,0,0,0,297,18726
2013-01-01,1998,16735,625,1,0,0,0,289,17650
2013-01-01,1997,17121,603,1,0,2,0,347,18074
2013-01-01,1996,17853,738,0,0,0,0,291,18882
2013-01-01,1995,19515,744,1,1,2,0,327,20590
2013-01-01,1994,21566,773,1,1,1,0,313,22655
2013-01-01,1993,23893,825,2,2,0,0,458,25180
2013-01-01,1992,28183,1104,1,1,1,0,506,29796
2013-01-01,1991,29215,1560,2,1,0,0,540,31318
2013-01-01,1990,31099,1923,2,4,0,0,580,33608
2013-01-01,1989,31690,2050,1,6,0,0,570,34317
2013-01-01,1988,32967,2250,3,1,0,0,610,35831
2013-01-01,1987,33515,2379,2,1,0,0,718,36615
2013-01-01,1986,33458,2453,1,2,0,0,730,36644
2013-01-01,1985,32145,2480,4,1,2,0,744,35376
2013-01-01,1984,31932,2663,3,1,0,0,720,35319
2013-01-01,1983,31789,2968,2,1,1,0,820,35581
2013-01-01,1982,29535,2791,5,0,1,0,750,33082
2013-01-01,1981,28177,2950,1,3,1,0,737,31869
2013-01-01,1980,27304,3212,3,0,2,0,711,31232
2013-01-01,1979,26464,3331,3,0,1,0,713,30512
2013-01-01,1978,25744,3497,2,1,0,0,730,29974
2013-01-01,1977,25799,3492,3,2,2,0,735,30033
2013-01-01,1976,26367,3397,2,2,1,0,764,30533
2013-01-01,1975,26304,3753,2,3,0,0,799,30861
2013-01-01,1974,26261,3895,0,5,3,0,866,31030
2013-01-01,1973,26034,3711,0,3,1,0,804,30553
2013-01-01,1972,26503,4020,2,6,2,0,892,31425
2013-01-01,1971,26848,4019,1,6,0,0,946,31820
2013-01-01,1970,26279,3970,0,7,2,0,902,31160
2013-01-01,1969,25315,4044,1,8,0,0,910,30278
2013-01-01,1968,25099,4230,1,5,0,0,912,30247
2013-01-01,1967,24641,4484,0,5,2,0,900,30032
2013-01-01,1966,24336,4853,1,4,0,0,879,30073
2013-01-01,1965,23462,5086,0,7,0,0,861,29416
2013-01-01,1964,24457,5637,0,6,1,0,839,30940
2013-01-01,1963,25042,5898,0,6,0,0,913,31859
2013-01-01,1962,25501,6482,0,5,0,0,911,32899
2013-01-01,1961,26041,6667,0,7,1,0,927,33643
2013-01-01,1960,25702,6963,0,6,0,0,922,33593
2013-01-01,1959,24951,6934,0,5,0,0,1028,32918
2013-01-01,1958,24590,6920,0,5,0,0,1110,32625
2013-01-01,1957,23388,6506,1,6,0,0,1431,31332
2013-01-01,1956,21910,6162,0,6,0,0,1608,29686
2013-01-01,1955,21444,6207,0,8,1,0,1628,29288
2013-01-01,1954,20325,6356,0,1,1,0,1618,28301
2013-01-01,1953,18625,5887,0,3,0,0,1480,25995
2013-01-01,1952,18767,6210,0,2,2,0,1463,26444
2013-01-01,1951,18710,6304,0,1,0,0,1242,26257
2013-01-01,1950,17822,6212,0,4,0,0,1233,25271
2013-01-01,1949,18426,6875,0,4,0,0,1242,26547
2013-01-01,1948,17127,6237,0,2,0,0,1062,24428
2013-01-01,1947,15515,5887,0,0,0,0,1064,22466
2013-01-01,1946,13793,4911,0,2,0,0,984,19690
2013-01-01,1945,14374,3322,0,1,0,0,643,18340
2013-01-01,1944,15566,3045,0,1,0,0,601,19213
2013-01-01,1943,16901,2727,0,0,0,0,540,20168
2013-01-01,1942,17405,3518,0,0,0,0,739,21662
2013-01-01,1941,17246,4767,0,0,0,0,1056,23069
2013-01-01,1940,16016,4845,0,0,0,0,1184,22045
2013-01-01,1939,15515,5227,0,0,0,0,1262,22004
2013-01-01,1938,14781,5195,0,2,0,0,1239,21217
2013-01-01,1937,13476,5324,0,0,0,0,1313,20113
2013-01-01,1936,12668,4177,0,0,0,0,977,17822
2013-01-01,1935,11528,3570,0,0,0,0,795,15893
2013-01-01,1934,10238,2763,0,0,0,0,633,13634
2013-01-01,1933,10065,2931,0,0,0,0,554,13550
2013-01-01,1932,9843,3177,0,0,0,0,570,13590
2013-01-01,1931,9097,2764,0,0,0,0,588,12449
2013-01-01,1930,8258,2999,0,0,0,0,531,11788
2013-01-01,1929,7305,2528,0,0,0,0,462,10295
2013-01-01,1928,6840,2515,0,0,0,0,425,9780
2013-01-01,1927,5736,2215,0,0,0,0,478,8429
2013-01-01,1926,4712,1877,0,0,0,0,342,6931
2013-01-01,1925,3984,1561,0,0,0,0,300,5845
2013-01-01,1924,3235,1259,0,0,0,0,243,4737
2013-01-01,1923,2716,1074,0,0,0,0,191,3981
2013-01-01,1922,2005,744,0,0,0,0,135,2884
2013-01-01,1921,1504,529,0,0,0,0,117,2150
2013-01-01,1920,941,365,0,0,0,0,69,1375
2013-01-01,1919,671,274,0,0,0,0,36,981
2013-01-01,1918,483,229,0,0,0,0,36,748
2013-01-01,1917,279,108,0,0,0,0,14,401
2013-01-01,1916,237,91,0,0,0,0,10,338
2013-01-01,1915,177,94,0,0,0,0,12,283
2013-01-01,1914,187,74,0,0,0,0,9,270
2013-01-01,1913,112,65,0,0,0,0,6,183
2013-01-01,1912,76,47,0,0,0,0,1,124
2013-01-01,1911,57,28,0,0,0,0,0,85
2013-01-01,1910,40,23,0,0,0,0,0,63
2013-01-01,1909,26,12,0,0,0,0,0,38
2013-01-01,1908,18,8,0,0,0,0,0,26
2013-01-01,1907,7,7,0,0,0,0,1,15
2013-01-01,1906,7,9,0,0,0,0,0,16
2013-01-01,1905,7,0,0,0,0,0,0,7
2013-01-01,1904,0,1,0,0,0,0,0,1
2013-01-01,1903,0,1,0,0,0,0,0,1
2013-01-01,1902,1,0,0,0,0,0,0,1
2013-01-01,1898,0,1,0,0,0,0,0,1
2013-07-01,2013,9166,112,0,0,0,0,38,9316
2013-07-01,2012,19857,250,1,0,0,0,226,20334
2013-07-01,2011,18828,346,1,0,2,0,228,19405
2013-07-01,2010,19315,382,1,0,1,0,271,19970
2013-07-01,2009,21119,447,3,0,2,0,295,21866
2013-07-01,2008,23075,491,1,0,0,0,288,23855
2013-07-01,2007,22404,530,0,0,0,0,302,23236
2013-07-01,2006,21320,568,1,0,1,0,337,22227
2013-07-01,2005,20424,533,0,0,1,0,334,21292
2013-07-01,2004,19093,570,1,0,0,0,348,20012
2013-07-01,2003,19561,583,1,0,2,0,310,20457
2013-07-01,2002,18606,600,0,0,0,0,311,19517
2013-07-01,2001,18028,626,0,1,0,0,316,18971
2013-07-01,2000,18558,728,1,0,1,0,274,19562
2013-07-01,1999,17698,656,0,0,1,0,323,18678
2013-07-01,1998,16719,566,1,0,0,0,304,17590
2013-07-01,1997,17062,587,1,0,2,0,364,18016
2013-07-01,1996,17822,709,0,0,0,0,306,18837
2013-07-01,1995,19496,713,1,1,2,0,315,20528
2013-07-01,1994,21526,743,2,1,1,0,351,22624
2013-07-01,1993,23828,799,3,2,0,0,521,25153
2013-07-01,1992,28057,1071,1,1,2,0,554,29686
2013-07-01,1991,29094,1514,4,1,0,0,570,31183
2013-07-01,1990,30970,1872,2,4,0,0,590,33438
2013-07-01,1989,31526,2004,2,6,0,0,614,34152
2013-07-01,1988,32737,2204,5,1,0,0,650,35597
2013-07-01,1987,33081,2325,2,1,0,0,754,36163
2013-07-01,1986,33024,2407,2,2,1,0,775,36211
2013-07-01,1985,31754,2427,4,1,2,0,783,34971
2013-07-01,1984,31497,2612,3,1,0,0,766,34879
2013-07-01,1983,31369,2915,3,1,1,0,854,35143
2013-07-01,1982,29153,2749,6,0,1,0,791,32700
2013-07-01,1981,27909,2908,1,3,1,0,781,31603
2013-07-01,1980,27077,3154,3,0,2,0,766,31002
2013-07-01,1979,26291,3283,3,1,1,0,764,30343
2013-07-01,1978,25527,3455,3,1,0,0,788,29774
2013-07-01,1977,25576,3458,3,2,3,0,792,29834
2013-07-01,1976,26119,3365,2,2,1,0,801,30290
2013-07-01,1975,26126,3716,3,3,0,0,838,30686
2013-07-01,1974,26090,3848,0,5,3,0,919,30865
2013-07-01,1973,25867,3674,0,3,1,0,852,30397
2013-07-01,1972,26354,3966,2,6,3,0,974,31305
2013-07-01,1971,26682,3967,2,7,0,0,1003,31661
2013-07-01,1970,26128,3928,1,7,3,0,970,31037
2013-07-01,1969,25158,4007,1,8,0,0,958,30132
2013-07-01,1968,24964,4194,1,5,0,0,965,30129
2013-07-01,1967,24505,4441,0,5,2,0,938,29891
2013-07-01,1966,24205,4788,2,4,0,0,928,29927
2013-07-01,1965,23322,5030,1,5,0,0,911,29269
2013-07-01,1964,24340,5555,0,6,1,0,897,30799
2013-07-01,1963,24909,5823,1,6,0,0,975,31714
2013-07-01,1962,25380,6394,0,5,0,0,971,32750
2013-07-01,1961,25872,6554,0,7,1,0,1016,33450
2013-07-01,1960,25559,6831,1,8,0,0,987,33386
2013-07-01,1959,24795,6758,0,5,0,0,1145,32703
2013-07-01,1958,24442,6625,0,5,0,0,1326,32398
2013-07-01,1957,23227,6262,0,6,0,0,1647,31142
2013-07-01,1956,21770,5975,0,6,1,0,1750,29502
2013-07-01,1955,21296,5999,0,8,0,0,1764,29067
2013-07-01,1954,20180,6162,0,1,1,0,1756,28100
2013-07-01,1953,18486,5733,0,3,0,0,1567,25789
2013-07-01,1952,18592,6092,0,2,2,0,1531,26219
2013-07-01,1951,18555,6198,0,1,0,0,1282,26036
2013-07-01,1950,17640,6099,0,5,0,0,1262,25006
2013-07-01,1949,18240,6778,0,3,0,0,1250,26271
2013-07-01,1948,16941,6139,0,2,0,0,1072,24154
2013-07-01,1947,15339,5786,0,0,0,0,1072,22197
2013-07-01,1946,13621,4833,0,2,0,0,1006,19462
2013-07-01,1945,14184,3261,0,1,0,0,648,18094
2013-07-01,1944,15375,2980,0,1,0,0,606,18962
2013-07-01,1943,16640,2668,0,0,0,0,540,19848
2013-07-01,1942,17120,3449,0,0,0,0,735,21304
2013-07-01,1941,16950,4669,0,0,0,0,1053,22672
2013-07-01,1940,15727,4738,0,0,0,0,1184,21649
2013-07-01,1939,15200,5096,0,0,0,0,1245,21541
2013-07-01,1938,14455,5060,0,2,0,0,1223,20740
2013-07-01,1937,13173,5159,0,0,0,0,1292,19624
2013-07-01,1936,12333,4055,0,0,0,0,964,17352
2013-07-01,1935,11229,3447,0,0,0,0,793,15469
2013-07-01,1934,9927,2647,0,0,0,0,616,13190
2013-07-01,1933,9726,2817,0,0,0,0,540,13083
2013-07-01,1932,9429,3050,0,0,0,0,559,13038
2013-07-01,1931,8726,2662,0,0,0,0,571,11959
2013-07-01,1930,7909,2840,0,0,0,0,512,11261
2013-07-01,1929,6887,2369,0,0,0,0,450,9706
2013-07-01,1928,6447,2353,0,0,0,0,406,9206
2013-07-01,1927,5388,2063,0,0,0,0,445,7896
2013-07-01,1926,4364,1730,0,0,0,0,328,6422
2013-07-01,1925,3623,1412,0,0,0,0,282,5317
2013-07-01,1924,2993,1159,0,0,0,0,225,4377
2013-07-01,1923,2466,958,0,0,0,0,169,3593
2013-07-01,1922,1774,681,0,0,0,0,124,2579
2013-07-01,1921,1312,466,0,0,0,0,107,1885
2013-07-01,1920,828,332,0,0,0,0,60,1220
2013-07-01,1919,563,249,0,0,0,0,32,844
2013-07-01,1918,415,202,0,0,0,0,30,647
2013-07-01,1917,242,92,0,0,0,0,10,344
2013-07-01,1916,187,84,0,0,0,0,9,280
2013-07-01,1915,149,85,0,0,0,0,13,247
2013-07-01,1914,148,71,0,0,0,0,7,226
2013-07-01,1913,88,60,0,0,0,0,4,152
2013-07-01,1912,58,45,0,0,0,0,1,104
2013-07-01,1911,48,25,0,0,0,0,0,73
2013-07-01,1910,37,22,0,0,0,0,0,59
2013-07-01,1909,24,12,0,0,0,0,0,36
2013-07-01,1908,16,6,0,0,0,0,0,22
2013-07-01,1907,6,7,0,0,0,0,1,14
2013-07-01,1906,7,9,0,0,0,0,0,16
2013-07-01,1905,5,0,0,0,0,0,0,5
2013-07-01,1904,0,1,0,0,0,0,0,1
2013-07-01,1903,1,1,0,0,0,0,0,2
2013-07-01,1902,1,0,0,0,0,0,0,1
2013-07-01,1898,0,1,0,0,0,0,0,1
2014-01-01,2013,19881,186,0,0,0,0,167,20234
2014-01-01,2012,20074,239,1,0,0,0,315,20629
2014-01-01,2011,18922,333,1,0,2,0,288,19546
2014-01-01,2010,19342,373,1,0,1,0,319,20036
2014-01-01,2009,21056,432,3,0,2,0,355,21848
2014-01-01,2008,23010,479,1,0,0,0,337,23827
2014-01-01,2007,22316,511,0,0,0,0,343,23170
2014-01-01,2006,21251,548,1,0,1,0,383,22184
2014-01-01,2005,20370,526,0,0,1,0,389,21286
2014-01-01,2004,19013,556,1,0,0,0,399,19969
2014-01-01,2003,19435,568,1,0,2,0,359,20365
2014-01-01,2002,18516,578,0,0,0,0,354,19448
2014-01-01,2001,17967,598,0,1,0,0,354,18920
2014-01-01,2000,18516,699,1,0,1,0,317,19534
2014-01-01,1999,17664,608,0,0,1,0,360,18633
2014-01-01,1998,16682,536,1,0,0,0,353,17572
2014-01-01,1997,17028,550,1,0,2,0,396,17977
2014-01-01,1996,17805,669,0,0,0,0,351,18825
2014-01-01,1995,19476,679,1,1,2,0,394,20553
2014-01-01,1994,21451,711,2,1,1,0,504,22670
2014-01-01,1993,23712,752,3,2,0,0,686,25155
2014-01-01,1992,27943,1030,1,1,2,0,648,29625
2014-01-01,1991,28949,1477,4,1,0,0,650,31081
2014-01-01,1990,30791,1819,2,4,0,0,661,33277
2014-01-01,1989,31322,1933,2,6,0,0,655,33918
2014-01-01,1988,32450,2149,6,1,0,0,685,35291
2014-01-01,1987,32617,2274,2,1,1,0,803,35698
2014-01-01,1986,32691,2357,2,1,1,0,818,35870
2014-01-01,1985,31369,2380,5,1,2,0,838,34595
2014-01-01,1984,31075,2563,5,1,0,0,839,34483
2014-01-01,1983,30990,2868,3,1,1,0,921,34784
2014-01-01,1982,28757,2691,7,0,1,0,854,32310
2014-01-01,1981,27640,2856,1,3,1,0,834,31335
2014-01-01,1980,26865,3102,3,0,3,0,839,30812
2014-01-01,1979,26093,3217,3,1,1,0,839,30154
2014-01-01,1978,25303,3422,4,1,0,0,863,29593
2014-01-01,1977,25348,3421,3,2,3,0,877,29654
2014-01-01,1976,25890,3323,2,2,1,0,852,30070
2014-01-01,1975,25921,3682,3,3,0,0,935,30544
2014-01-01,1974,25900,3804,0,5,3,0,1017,30729
2014-01-01,1973,25707,3634,0,3,2,0,938,30284
2014-01-01,1972,26197,3926,2,6,3,0,1062,31196
2014-01-01,1971,26497,3930,2,7,1,0,1103,31540
2014-01-01,1970,25949,3886,1,7,3,0,1056,30902
2014-01-01,1969,25014,3955,1,8,0,0,1034,30012
2014-01-01,1968,24800,4156,1,5,0,0,1029,29991
2014-01-01,1967,24387,4392,0,5,2,0,1015,29801
2014-01-01,1966,24080,4739,2,4,0,0,1009,29834
2014-01-01,1965,23194,4979,1,5,0,0,970,29149
2014-01-01,1964,24211,5491,0,6,1,0,966,30675
2014-01-01,1963,24746,5752,1,6,0,0,1045,31550
2014-01-01,1962,25228,6298,0,5,0,0,1063,32594
2014-01-01,1961,25723,6459,0,7,1,0,1094,33284
2014-01-01,1960,25397,6700,1,8,0,0,1087,33193
2014-01-01,1959,24656,6548,0,5,0,0,1316,32525
2014-01-01,1958,24274,6305,0,5,0,0,1632,32216
2014-01-01,1957,23083,6024,0,6,0,0,1863,30976
2014-01-01,1956,21611,5786,0,6,2,0,1898,29303
2014-01-01,1955,21156,5817,0,8,0,0,1913,28894
2014-01-01,1954,20036,5987,0,1,1,0,1883,27908
2014-01-01,1953,18346,5598,0,3,0,0,1674,25621
2014-01-01,1952,18468,5968,0,1,2,0,1595,26034
2014-01-01,1951,18428,6108,0,2,0,0,1314,25852
2014-01-01,1950,17491,5999,0,5,0,0,1288,24783
2014-01-01,1949,18100,6687,0,3,0,0,1279,26069
2014-01-01,1948,16763,6049,0,2,0,0,1093,23907
2014-01-01,1947,15175,5719,0,0,0,0,1089,21983
2014-01-01,1946,13481,4768,0,2,0,0,1019,19270
2014-01-01,1945,14024,3198,0,1,0,0,655,17878
2014-01-01,1944,15179,2927,0,1,0,0,608,18715
2014-01-01,1943,16453,2619,0,0,0,0,538,19610
2014-01-01,1942,16887,3395,0,0,0,0,734,21016
2014-01-01,1941,16695,4550,0,0,0,0,1051,22296
2014-01-01,1940,15488,4651,0,0,0,0,1171,21310
2014-01-01,1939,14951,4982,0,0,0,0,1243,21176
2014-01-01,1938,14195,4935,0,2,0,0,1209,20341
2014-01-01,1937,12928,5019,0,0,0,0,1278,19225
2014-01-01,1936,12051,3959,0,0,0,0,957,16967
2014-01-01,1935,10942,3354,0,0,0,0,781,15077
2014-01-01,1934,9625,2556,0,0,0,0,606,12787
2014-01-01,1933,9438,2675,0,0,0,0,532,12645
2014-01-01,1932,9121,2857,0,0,0,0,536,12514
2014-01-01,1931,8391,2534,0,1,0,0,554,11480
2014-01-01,1930,7587,2634,0,0,0,0,488,10709
2014-01-01,1929,6576,2186,0,0,0,0,442,9204
2014-01-01,1928,6154,2188,0,0,0,0,387,8729
2014-01-01,1927,5102,1911,0,0,0,0,421,7434
2014-01-01,1926,4080,1571,0,0,0,0,303,5954
2014-01-01,1925,3370,1258,0,0,0,0,262,4890
2014-01-01,1924,2759,1043,0,0,0,0,210,4012
2014-01-01,1923,2268,837,0,0,0,0,156,3261
2014-01-01,1922,1625,601,0,0,0,0,120,2346
2014-01-01,1921,1165,371,0,0,0,0,96,1632
2014-01-01,1920,732,262,0,0,0,0,54,1048
2014-01-01,1919,501,179,0,0,0,0,31,711
2014-01-01,1918,361,149,0,0,0,0,25,535
2014-01-01,1917,209,63,0,0,0,0,8,280
2014-01-01,1916,165,49,0,0,0,0,6,220
2014-01-01,1915,125,63,0,0,0,0,12,200
2014-01-01,1914,132,63,0,0,0,0,5,200
2014-01-01,1913,76,33,0,0,0,0,4,113
2014-01-01,1912,50,11,0,0,0,0,1,62
2014-01-01,1911,40,12,0,0,0,0,0,52
2014-01-01,1910,33,7,0,0,0,0,0,40
2014-01-01,1909,24,4,0,0,0,0,0,28
2014-01-01,1908,14,2,0,0,0,0,0,16
2014-01-01,1907,6,4,0,0,0,0,1,11
2014-01-01,1906,7,2,0,0,0,0,0,9
2014-01-01,1905,5,0,0,0,0,0,0,5
2014-01-01,1904,0,1,0,0,0,0,0,1
2014-01-01,1903,1,1,0,0,0,0,0,2
2014-01-01,1902,1,0,0,0,0,0,0,1
2014-01-01,1898,0,1,0,0,0,0,0,1
