"Novads","Skola","Kopvērtējums"
"Nīcas novads","Nīcas vidusskola",61.06%
"Ogres novads","Ogres Sv. Meinarda katoļu pamatskola",59.00%
"Ogres novads","Ogres 1. vidusskola",72.03%
"Ogres novads","Jaunogres vidusskola",53.17%
"Ogres novads","Ogres Vakara vidusskola",47.38%
"Ogres novads","Ogres ģimnāzija",72.42%
"Ogres novads","Krapes pamatskola",69.89%
"Ogres novads","Ķeipenes pamatskola",55.33%
"Ogres novads","Lauberes pamatskola",76.33%
"Ogres novads","Mazozolu pamatskola",70.33%
"Ogres novads","Meņģeles pamatskola",73.88%
"Ogres novads","Ogresgala pamatskola",68.20%
"Ogres novads","Madlienas vidusskola",49.63%
"Ogres novads","Suntažu vidusskola",63.94%
"Ogres novads","Taurupes vidusskola",77.57%
"Ogres novads","Suntažu sanatorijas internātpamatskola",61.00%
"Olaines novads","Olaines 2. vidusskola",53.98%
"Olaines novads","Olaines 1. vidusskola",65.37%
"Ozolnieku novads","Garozas pamatskola",58.83%
"Ozolnieku novads","Salgales pamatskola",49.20%
"Ozolnieku novads","Teteles pamatskola",71.11%
"Ozolnieku novads","Ozolnieku vidusskola",71.48%
"Pāvilostas novads","Pāvilostas vidusskola",72.67%
"Pāvilostas novads","Vērgales pamatskola",68.15%
"Pļaviņu novads","Pļaviņu novada ģimnāzija",60.80%
"Preiļu novads","Preiļu 1. pamatskola",69.04%
"Preiļu novads","Preiļu 2. vidusskola",53.17%
"Preiļu novads","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",46.50%
"Preiļu novads","Aizkalnes pamatskola",61.00%
"Preiļu novads","Pelēču pamatskola",60.27%
"Preiļu novads","Priekuļu pamatskola",72.00%
"Preiļu novads","Salas pamatskola",71.67%
"Priekules novads","Priekules vidusskola",62.50%
"Priekules novads","Gramzdas pamatskola",44.57%
"Priekules novads","Kalētu pamatskola",60.50%
"Priekules novads","Krotes Kronvalda Ata pamatskola",54.25%
"Priekules novads","Virgas pamatskola",46.00%
"Rēzeknes novads","Gaigalavas pamatskola",62.77%
"Rēzeknes novads","Kalnezeru Katoļu pamatskola",68.33%
"Rēzeknes novads","Rēznas pamatskola",58.82%
"Rēzeknes novads","Maltas 2. vidusskola",35.57%
"Rēzeknes novads","Feimaņu pamatskola",36.00%
"Rēzeknes novads","Sakstagala Jāņa Klīdzēja pamatskola",69.00%
"Rēzeknes novads","Verēmu pamatskola",61.00%
"Rēzeknes novads","Dricānu vidusskola",65.75%
"Rēzeknes novads","Makašānu Amatu vidusskola",51.00%
"Rēzeknes novads","Maltas 1. vidusskola",40.63%
"Rēzeknes novads","Nautrēnu vidusskola",70.56%
"Rēzeknes novads","Audriņu vidusskola",51.22%
"Rēzeknes novads","Maltas 2.vidusskolas filiāle",54.33%
"Rēzeknes novads","Tiskādu vidusskola",41.04%
"Rēzeknes novads","Kaunatas vidusskola",58.65%
"Rēzeknes pilsēta","Rēzeknes 1. vidusskola",71.98%
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",71.38%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",66.13%
"Rēzeknes pilsēta","Rēzeknes poļu vidusskola",59.91%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",57.31%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",59.76%
"Rēzeknes pilsēta","Rēzeknes 4. vidusskola",54.81%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",56.43%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",48.00%
"Riebiņu novads","Dravnieku pamatskola",63.67%
"Riebiņu novads","Galēnu pamatskola",69.50%
"Riebiņu novads","Rušonas pamatskola",72.00%
"Riebiņu novads","Riebiņu vidusskola",58.29%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",62.13%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",72.72%
"Rīgas pilsēta (Centra raj.)","Rīgas 24. pamatskola",68.39%
"Rīgas pilsēta (Centra raj.)","Rīgas pilsētas 3. ģimnāzija",79.47%
"Rīgas pilsēta (Centra raj.)","Rīgas 99. vidusskola",69.97%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",85.58%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",64.64%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",79.11%
"Rīgas pilsēta (Centra raj.)","Rīgas M. Lomonosova krievu vidusskola",52.26%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",74.13%
"Rīgas pilsēta (Centra raj.)","Natālijas Draudziņas ģimnāzija",76.23%
"Rīgas pilsēta (Centra raj.)","Privātā Rīgas Tehnolingvistiskā ģimnāzija",70.00%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",87.72%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Anniņmuižas vidusskola",60.06%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",63.81%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",75.91%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",57.62%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",73.82%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",72.31%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Doma kora skola",68.06%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",70.30%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",73.29%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 33. vidusskola",64.29%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 54. vidusskola",58.79%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 68. vidusskola",60.83%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 71. vidusskola",61.79%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Daugavgrīvas vidusskola",57.09%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Ostvalda vidusskola",70.05%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Templum""",38.00%
"Rīgas pilsēta (Kurzemes raj.)","Emīla Dārziņa mūzikas vidusskola",68.61%
"Rīgas pilsēta (Kurzemes raj.)","Privātskola ""Latreia""",54.00%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 96. vidusskola",67.28%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 1. vakara (maiņu) vidusskola",52.69%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 1.vakara (maiņu) vidusskola (Iļģuciema cietums)",48.00%
"Rīgas pilsēta (Kurzemes raj.)","Āgenskalna ģimnāzija",75.19%
"Rīgas pilsēta (Latgales priekšp.)","Andreja Pumpura Rīgas 11. pamatskola",58.50%
"Rīgas pilsēta (Latgales priekšp.)","O.Kalpaka Rīgas Tautas daiļamatu pamatskola",64.36%
"Rīgas pilsēta (Latgales priekšp.)","Privātā pamatskola ""Maksima""",66.33%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Baltkrievu pamatskola",52.33%
"Rīgas pilsēta (Latgales priekšp.)","Kārļa Videnieka Rīgas 77. vidusskola",64.75%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 25. vidusskola",71.76%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 6. vidusskola",76.71%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 62. vidusskola",72.74%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 90. vidusskola",59.42%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 93. vidusskola",69.51%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Kristīgā vidusskola",74.36%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lietuviešu vidusskola",70.31%
"Rīgas pilsēta (Latgales priekšp.)","Habad Ebreju privātā vidusskola",68.20%
"Rīgas pilsēta (Latgales priekšp.)","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",56.64%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 15. vidusskola",60.61%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 32. vidusskola",41.92%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 51. vidusskola",57.44%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 65. vidusskola",62.32%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 72. vidusskola",59.81%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 75. vidusskola",54.11%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 86. vidusskola",58.22%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 88. vidusskola",60.73%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 92. vidusskola",57.61%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Krievu vidusskola",39.23%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Sergeja Žoltoka vidusskola",63.91%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Universālā vidusskola",67.96%
"Rīgas pilsēta (Latgales priekšp.)","Privātā vidusskola ""Laisma""",75.25%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Ukraiņu vidusskola",67.95%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas vakara ģimnāzija",57.69%
"Rīgas pilsēta (Latgales priekšp.)","Humanitārā privātģimnāzija",74.71%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas komercģimnāzija",71.77%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas pilsētas Pļavnieku ģimnāzija",74.94%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 3. arodskola",54.50%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lastādijas internātvidusskola",62.29%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lastādijas internātvidusskola (Rīgas Centrālcietums)",43.00%
"Rīgas pilsēta (Vidzemes priekšp.)","Mežciema pamatskola",69.45%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 100. vidusskola",55.58%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 45. vidusskola",71.76%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 49. vidusskola",75.78%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 64. vidusskola",74.13%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 84. vidusskola",73.03%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 85. vidusskola",73.18%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Ezerkrastu vidusskola",60.13%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Hanzas vidusskola",71.75%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Juglas vidusskola",67.33%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Teikas vidusskola",76.49%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""MAXVEL""",60.67%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 16. vidusskola",57.29%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 21. vidusskola",54.24%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 60. vidusskola",65.87%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 63. vidusskola",49.26%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 74. vidusskola",64.82%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 80. vidusskola",62.40%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 89. vidusskola",52.34%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Purvciema vidusskola",75.70%
"Rīgas pilsēta (Vidzemes priekšp.)","Š. Dubnova Rīgas Ebreju vidusskola",73.25%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Klasika""",70.67%
"Rīgas pilsēta (Vidzemes priekšp.)","Biznesa un vadības privātvidusskola",71.50%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Itas Kozakēvičas Poļu vidusskola",63.44%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 9. vakara (maiņu) vidusskola",44.36%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Centra krievu privātģimnāzija",60.00%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Klasiskā ģimnāzija",78.56%
"Rīgas pilsēta (Zemgales priekšp.)","Friča Brīvzemnieka pamatskola",72.87%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 7. internātpamatskola",48.33%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 47. vidusskola",67.83%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 94. vidusskola",68.49%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 53. vidusskola",52.20%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",68.42%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Šampētera vidusskola",48.19%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 14. vakara (maiņu) vidusskola",45.96%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Angļu ģimnāzija",77.11%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Katoļu ģimnāzija",68.57%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Zolitūdes ģimnāzija",68.68%
"Rīgas pilsēta (Zemgales priekšp.)","Āgenskalna Valsts ģimnāzija",78.67%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Mūzikas internātvidusskola",54.72%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 7. pamatskola",57.83%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 28. vidusskola",62.67%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 31. vidusskola",72.04%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Jāņa Poruka vidusskola",76.11%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Kultūru vidusskola",75.42%
"Rīgas pilsēta (Ziemeļu raj.)","Puškina licejs",60.38%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 10. vidusskola",75.86%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 13. vidusskola",60.74%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 29. vidusskola",46.26%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 37. vidusskola",61.56%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 46. vidusskola",65.87%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Rīnūžu vidusskola",64.57%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 18. vakara (maiņu) vidusskola",56.57%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas pilsētas 2. ģimnāzija",80.07%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 66. speciālā vidusskola",66.95%
"Rojas novads","Mērsraga vidusskola",57.75%
"Rojas novads","Rojas vidusskola",64.31%
"Ropažu novads","Zaķumuižas pamatskola",55.14%
"Ropažu novads","Ropažu vidusskola",67.20%
"Rucavas novads","Rucavas pamatskola",65.00%
"Rucavas novads","Sikšņu pamatskola",73.00%
"Rugāju novads","Eglaines pamatskola",61.25%
"Rugāju novads","Rugāju novada vidusskola",54.81%
"Rundāles novads","Pilsrundāles vidusskola",65.68%
"Rundāles novads","Saulaines Profesionālā vidusskola",39.57%
"Rūjienas novads","Rūjienas vidusskola",61.64%
"Rūjienas novads","Jeru pamatskola",45.82%
"Salacgrīvas novads","Krišjāņa Valdemāra Ainažu pamatskola",70.07%
"Salacgrīvas novads","Salacgrīvas vidusskola",63.28%
"Salacgrīvas novads","Liepupes vidusskola",66.25%
"Salas novads","Biržu internātpamatskola",57.00%
"Salas novads","Biržu pamatskola",57.00%
"Salas novads","Salas vidusskola",60.45%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",68.15%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",49.23%
"Saldus novads","Saldus pamatskola",71.15%
"Saldus novads","Saldus 2. vidusskola",54.97%
"Saldus novads","Saldus Vakara vidusskola",38.50%
"Saldus novads","Saldus ģimnāzija",71.21%
"Saldus novads","Saldus novada pašvaldības Cieceres internātpamatskola",45.88%
"Saldus novads","Saldus novada pašvaldības Jaunlutriņu pamatskola",61.62%
"Saldus novads","Saldus novada pašvaldības Kursīšu pamatskola",46.00%
"Saldus novads","Saldus novada pašvaldības Kurzemītes pamatskola",68.13%
"Saldus novads","Saldus novada pašvaldības Lutriņu pamatskola",57.64%
"Saldus novads","Nīgrandes pamatskola",54.40%
"Saldus novads","Saldus novada pašvaldības Pampāļu pamatskola",51.86%
"Saldus novads","Saldus novada pašvaldības Rubas pamatskola",51.87%
"Saldus novads","Saldus novada pašvaldības Sātiņu pamatskola",41.89%
"Saldus novads","Saldus novada pašvaldības Striķu pamatskola",71.80%
"Saldus novads","Saldus novada pašvaldības Zirņu pamatskola",68.25%
"Saldus novads","Saldus novada pašvaldības Druvas vidusskola",64.62%
"Saldus novads","Saldus novada pašvaldības Ezeres vidusskola",59.55%
"Saldus novads","Saldus novada pašvaldības Kalnu vidusskola",52.29%
"Saulkrastu novads","Saulkrastu vidusskola",73.41%
"Saulkrastu novads","Zvejniekciema vidusskola",55.83%
"Sējas novads","Sējas pamatskola",57.56%
"Sējas novads","Murjāņu sporta ģimnāzija",67.56%
"Siguldas novads","Siguldas 1. pamatskola",65.79%
"Siguldas novads","Siguldas 2. vidusskola",61.38%
"Siguldas novads","Siguldas novada vidusskola",48.50%
"Siguldas novads","Siguldas Valsts ģimnāzija",78.55%
"Siguldas novads","Allažu pamatskola",62.83%
"Siguldas novads","Mores pamatskola",61.86%
"Skrīveru novads","Andreja Upīša Skrīveru vidusskola",64.51%
"Skrundas novads","Oskara Kalpaka Rudbāržu pamatskola",54.63%
"Skrundas novads","Skrundas vidusskola",71.18%
"Skrundas novads","Skrundas arodvidusskola",38.90%
"Smiltenes novads","Smiltenes Centra vidusskola",56.47%
"Smiltenes novads","Smiltenes ģimnāzija",64.94%
"Smiltenes novads","Bilskas pamatskola",57.42%
"Smiltenes novads","Blomes pamatskola",52.00%
"Smiltenes novads","Grundzāles pamatskola",50.73%
"Smiltenes novads","Palsmanes pamatskola",64.83%
"Smiltenes novads","Variņu pamatskola",65.50%
"Stopiņu novads","Stopiņu pamatskola",58.67%
"Stopiņu novads","Ulbrokas vidusskola",64.24%
"Stopiņu novads","Juglas sanatorijas internātpamatskola",60.88%
"Strenču novads","Strenču novada vidusskola",59.71%
"Strenču novads","Strenču novada vidusskolas filiāle (Sedas)",55.00%
"Strenču novads","Strenču novada vidusskolas filiāle (Plāņu)",70.33%
"Talsu novads","Stendes pamatskola",57.00%
"Talsu novads","Talsu pamatskola",57.21%
"Talsu novads","Sabiles vidusskola",59.09%
"Talsu novads","Talsu 2. vidusskola",60.48%
"Talsu novads","Talsu Kristīgā vidusskola",66.07%
"Talsu novads","Valdemārpils vidusskola",55.63%
"Talsu novads","Talsu novada Vakara un neklātienes vidusskola",47.25%
"Talsu novads","Talsu Valsts ģimnāzija",68.14%
"Talsu novads","Laucienes pamatskolas filiāle",65.00%
"Talsu novads","Laidzes pamatskola",49.60%
"Talsu novads","Laucienes pamatskola",69.77%
"Talsu novads","Pastendes pamatskola",65.85%
"Talsu novads","Pūņu pamatskola",63.90%
"Talsu novads","Pastendes pamatskolas filiāle",49.55%
"Talsu novads","Virbu pamatskola",66.57%
"Talsu novads","Vandzenes vidusskola",65.54%
"Talsu novads","Laidzes Profesionālā vidusskola",34.20%
"Tērvetes novads","Bukaišu pamatskola",63.33%
"Tērvetes novads","Tērvetes pamatskola",48.00%
"Tērvetes novads","Annas Brigaderes pamatskola",81.25%
"Tērvetes novads","Augstkalnes vidusskola",68.00%
"Tukuma novads","Tukuma 2. pamatskola",69.02%
"Tukuma novads","Tukuma E. Birznieka-Upīša 1. pamatskola",53.11%
"Tukuma novads","Tukuma 2. vidusskola",69.00%
"Tukuma novads","Tukuma 3. vidusskola",66.63%
"Tukuma novads","Tukuma Vakara un neklātienes vidusskola",56.22%
"Tukuma novads","Tukuma Raiņa ģimnāzija",73.33%
"Tukuma novads","Praviņu pamatskola",43.60%
"Tukuma novads","Pūres pamatskola",64.67%
"Tukuma novads","Sēmes pamatskola",48.00%
"Tukuma novads","Džūkstes vidusskola",55.00%
"Tukuma novads","Irlavas vidusskola",59.60%
"Tukuma novads","Tumes vidusskola",63.00%
"Tukuma novads","Zemgales vidusskola",54.67%
"Vaiņodes novads","Vaiņodes vidusskola",60.19%
"Vaiņodes novads","Vaiņodes internātpamatskola",34.10%
"Valkas novads","Valkas pamatskola",60.68%
"Valkas novads","Valkas ģimnāzija",74.90%
"Valkas novads","Ērģemes pamatskola",49.13%
"Valkas novads","Kārķu pamatskola",74.50%
"Valkas novads","Ozolu pamatskola",52.80%
"Valkas novads","Vijciema pamatskola",64.67%
"Valmieras novads","Jura Neikena Dikļu pamatskola",55.29%
"Valmieras novads","Kocēnu pamatskola",57.00%
"Valmieras novads","Rubenes pamatskola",75.93%
"Valmieras pilsēta","Valmieras 5. vidusskola",59.06%
"Valmieras pilsēta","Valmieras Viestura vidusskola",72.19%
"Valmieras pilsēta","Valmieras 2. vidusskola",57.94%
"Valmieras pilsēta","Valmieras Pārgaujas ģimnāzija",70.73%
"Valmieras pilsēta","Valmieras Valsts ģimnāzija",69.71%
"Varakļānu novads","Varakļānu vidusskola",58.52%
"Varakļānu novads","Murmastienes pamatskola",65.40%
"Vārkavas novads","Vanagu pamatskola",86.83%
"Vārkavas novads","Vārkavas pamatskola",55.00%
"Vārkavas novads","Vārkavas vidusskola",60.92%
"Vecumnieku novads","Vecumnieku novada Domes Bārbeles pamatskola",70.29%
"Vecumnieku novads","Kurmenes pamatskola",49.33%
"Vecumnieku novads","Stelpes pamatskola",46.33%
"Vecumnieku novads","Misas vidusskola",69.33%
"Vecumnieku novads","Skaistkalnes vidusskola",65.06%
"Vecumnieku novads","Vecumnieku novada Domes Valles vidusskola",70.17%
"Vecumnieku novads","Vecumnieku vidusskola",55.05%
"Ventspils novads","Piltenes vidusskola",69.56%
"Ventspils novads","Ances pamatskola",57.33%
"Ventspils novads","Jūrkalnes pamatskola",53.83%
"Ventspils novads","Popes pamatskola",71.71%
"Ventspils novads","Puzes pamatskola",64.67%
"Ventspils novads","Tārgales pamatskola",72.08%
"Ventspils novads","Užavas pamatskola",56.67%
"Ventspils novads","Zlēku pamatskola",45.00%
"Ventspils novads","Zūru pamatskola",61.45%
"Ventspils novads","Ugāles vidusskola",63.66%
"Ventspils pilsēta","Ventspils 1. pamatskola",64.72%
"Ventspils pilsēta","Ventspils 2. pamatskola",58.92%
"Ventspils pilsēta","Ventspils 4. vidusskola",73.31%
"Ventspils pilsēta","Ventspils 5. vidusskola",69.12%
"Ventspils pilsēta","Ventspils 2. vidusskola",60.73%
"Ventspils pilsēta","Ventspils 3. vidusskola",54.53%
"Ventspils pilsēta","Ventspils 6. vidusskola",58.59%
"Ventspils pilsēta","Ventspils vakara vidusskola",50.42%
"Ventspils pilsēta","Ventspils 1. ģimnāzija",68.19%
"Viesītes novads","Viesītes vidusskola",67.08%
"Viesītes novads","Rites pamatskola",72.63%
"Viļakas novads","Viļakas pamatskola",64.80%
"Viļakas novads","Viļakas Valsts ģimnāzija",78.83%
"Viļakas novads","Žīguru pamatskola",62.00%
"Viļakas novads","Rekavas vidusskola",64.38%
"Viļānu novads","Viļānu vidusskola",68.60%
"Viļānu novads","Dekšāru pamatskola",79.00%
"Zilupes novads","Zilupes vidusskola",53.57%
